,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
1530,Dr. Rahul Oza,Dentist,12.0,Mumbai,Juhu,100,35.0,500.0,BDS
1531,Dr. Bhushan S  Bawankar,Dermatologist,12.0,Mumbai,Matunga West,97,123.0,1000.0,"MBBS, DVD"
1534,Dr. Nitin Aherrao,Gastroenterologist,15.0,Mumbai,Andheri West,97,17.0,2000.0,"MBBS, MD - General Medicine, DM - Gastroenterology"
1535,Dr. Avani Khadepau   (Physiotherapist),Physiotherapist,20.0,Mumbai,Kandivali West,100,9.0,500.0,BPTh/BPT
1536,Dr. Dhwani Kapadia,Dentist,10.0,Mumbai,Borivali West,100,17.0,800.0,BDS
1537,Dr. Ambika Arora,Dentist,11.0,Mumbai,Tilak Nagar,100,37.0,2000.0,"BDS, MDS - Oral Medicine and Radiology"
1538,Dr. Priti Nandanwar,Gynecologist/Obstetrician,30.0,Mumbai,Kurla East,97,25.0,800.0,"MBBS, DGO"
1540,Dr. Jeenam Shah,Pulmonologist,11.0,Mumbai,Gamdevi,95,27.0,2000.0,"MBBS, MD - Pulmonary Medicine, DAA - Diploma in Allergy Asthma and Immunology, DNB - Pulmonary Medicine"
1542,Dr. Nirali Shah,Homoeopath,17.0,Mumbai,Mulund West,100,42.0,750.0,BHMS
1543,Dr. Dipti Gandhi,Dentist,38.0,Mumbai,Ghatkopar East,99,39.0,300.0,"BDS, FICOI"
1544,Dr. Avanti Shah,Dentist,10.0,Mumbai,Chembur,100,2.0,400.0,BDS
1547,Dr. Reshma Chawla Beriwal,Dentist,12.0,Mumbai,Bandra West,99,65.0,1000.0,"BDS, MDS - Conservative Dentistry & Endodontics"
1548,Dr. M T KHAN,Orthopedist,12.0,Mumbai,Khar West,100,16.0,1500.0,"MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MBBS"
1550,Dr. Ravi Kumar   (Physiotherapist),Physiotherapist,14.0,Mumbai,Chembur East,100,7.0,400.0,BPTh/BPT
1551,Dr. Bhadra P. Vaidya,Ayurveda,20.0,Mumbai,Goregaon West,100,11.0,700.0,BAMS
1553,Dr. Ketki Trivedi,Ayurveda,36.0,Mumbai,Vileparle West,100,1.0,300.0,BAMS
1555,Dr. Anuradha Narayanan,Gynecologist/Obstetrician,16.0,Mumbai,Chembur,88,4.0,800.0,"MBBS, DGO, DNB - Obstetrics & Gynecology"
1558,Dr. Sangita B Manek,Ophthalmologist,24.0,Mumbai,Bhandup West,100,29.0,700.0,"MBBS, DOMS"
1559,Dr. Farhath Sayed,Dentist,11.0,Mumbai,Lokhandwala,97,33.0,1000.0,"BDS, MDS - Conservative Dentistry & Endodontics"
1561,Dr. Ritu Shah,Ophthalmologist,11.0,Mumbai,Andheri East,100,1.0,1000.0,"MD - Ophthalmology, MBBS"
1562,Dr. Meghna Radhakrishnan,Dentist,10.0,Mumbai,Chembur East,100,12.0,500.0,BDS
1564,Dr. Samarjit S. Bansal,Orthopedist,16.0,Mumbai,Borivali,99,56.0,600.0,"MBBS, MS - Orthopaedics"
1565,Dr. Ismail Shaikh,Dermatologist,24.0,Mumbai,Colaba,91,4.0,1000.0,"MD - Skin & VD, MBBS"
1567,Dr. Rashmi Shetty,Dentist,17.0,Mumbai,Chembur,97,61.0,500.0,BDS
1569,Dr. Ujjvala Jadhav,Dermatologist,23.0,Mumbai,Goregaon East,93,107.0,900.0,"FCPS - Dermatology, Venereology & Leprosy, DVD, MBBS"
1570,Dr. Neelu Jain   (Physiotherapist),Physiotherapist,32.0,Mumbai,Kandivali West,99,223.0,600.0,BPTh/BPT
1571,Dr. Shivani Nirav Agrawat,Ophthalmologist,14.0,Mumbai,Borivali East,100,47.0,500.0,"DO, MBBS"
1573,Dr. Joshika Bhandary,Dermatologist,11.0,Mumbai,Andheri West,100,1.0,900.0,"MBBS, MD - Dermatology , Venereology & Leprosy"
1575,Dr. Vaishali Shedge,Gynecologist/Obstetrician,15.0,Mumbai,Borivali West,92,16.0,800.0,"MBBS, DGO"
1576,Dr. Abhijit  Jadhav,Diabetologist,22.0,Mumbai,Mulund East,98,137.0,1000.0,"MBBS, Diploma in Diabetology (Mumbai University), FCPS - Medicine"
1578,Dr. Vaidehi Dande,Pediatrician,18.0,Mumbai,Prabhadevi,100,1.0,1200.0,"MBBS, MD - Pediatrics"
1579,Dr. Sapna Khare,Gynecologist/Obstetrician,14.0,Mumbai,Goregaon West,100,67.0,800.0,"MBBS, DNB - Obstetrics & Gynecology"
1580,Dr. Sachin Salunkhe,Dentist,12.0,Mumbai,Mulund West,100,3.0,200.0,BDS
1581,Dr. Deepika Asati,Gynecologist/Obstetrician,18.0,Mumbai,Kandivali East,95,13.0,800.0,"MBBS, DGO"
1582,Dr. Mit Doshi,Ophthalmologist,10.0,Mumbai,Malad East,100,3.0,600.0,"MBBS, MS - Ophthalmology"
1583,Dr. Prabhjot Manchanda,Gynecologist/Obstetrician,12.0,Mumbai,Ghatkopar East,88,39.0,800.0,"MBBS, DNB - Obstetrics & Gynecology"
1584,Dr. Minal M Thamke Pawar,Dermatologist,16.0,Mumbai,Mulund East,99,43.0,800.0,"DNB - Dermatology & Venereology, Diploma in Dermatology, MBBS"
1585,Dr. Rais Ansari,General Surgeon,22.0,Mumbai,Worli,98,17.0,3500.0,"MS - General Surgery, MBBS"
1588,Dr. Jyoti Shetty,Gynecologist/Obstetrician,29.0,Mumbai,Bandra East,60,4.0,1200.0,"MBBS, MD - Obstetrics & Gynaecology"
1589,Ms. Shubhangi Deshmukh,Acupuncturist,20.0,Mumbai,Powai,100,3.0,1200.0,MD - Acupuncture
1590,Dr. Swapnil Tople,Urologist,14.0,Mumbai,Chembur,94,8.0,1500.0,"DNB - Urology/Genito - Urinary Surgery, MBBS"
1591,Dr. Priyanka Ghuge Avhad,Dermatologist,12.0,Mumbai,Sion,95,32.0,800.0,"MBBS, DNB - Dermatology & Venereology"
1592,Dr. Atul Patil,Orthopedist,11.0,Mumbai,Mulund East,97,123.0,800.0,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
1593,Dr. Vinita Tekchandani,Dentist,11.0,Mumbai,Bandra West,100,11.0,500.0,"BDS, MDS - Oral Pathology and Oral Microbiology"
1594,Dr. Vasudev,Gastroenterologist,23.0,Mumbai,Bhandup West,87,118.0,1700.0,"MBBS, MD - Medicine, DM - Gastroenterology"
1595,Dr. Iti Garg,Dentist,15.0,Mumbai,Wadala,100,1.0,500.0,"MDS - Paedodontics And Preventive Dentistry, BDS"
1598,Dr. Premlata Jaiswal   (Physiotherapist),Physiotherapist,10.0,Mumbai,Mira Road,95,52.0,300.0,BPTh/BPT
1600,Dr. Sneha Naik Samant,Psychiatrist,12.0,Mumbai,Borivali,99,57.0,1200.0,"DPM (Psychiatry), MBBS"
1602,Dr. Arpan Dhoka,Pulmonologist,10.0,Mumbai,Chembur,100,10.0,1200.0,"MBBS, MD - Pulmonary Medicine"
1605,Dr. Preeti Patil,Ophthalmologist,27.0,Mumbai,Bandra West,100,53.0,1000.0,"DOMS, MBBS"
1606,Dr. Shaikh Firdos Mukhtar Ahmed   (Physiotherapist),Physiotherapist,12.0,Mumbai,Prabhadevi,100,12.0,1000.0,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
1609,Dr. Varun H Shah,Gynecologist/Obstetrician,14.0,Mumbai,Borivali West,100,143.0,1000.0,"DNB - Obstetrics & Gynecology, DGO, MBBS, Diploma in Advanced Endoscopic Gynae Surgery, Fellowship in Reproductive Medicine"
1610,Dr. Sanjeev Ahuja,Pediatrician,26.0,Mumbai,Powai,85,31.0,1100.0,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)"
1611,Dr. Mayuri Surve,Ayurveda,12.0,Mumbai,Ghatkopar East,75,5.0,300.0,BAMS
1614,Dr. Amol Gaikwad,Ayurveda,16.0,Mumbai,Mira Road,69,11.0,299.0,BAMS
1616,Dr. K Neethu John   (Physiotherapist),Physiotherapist,10.0,Mumbai,Prabhadevi,100,8.0,1000.0,BPTh/BPT
1619,Dr. Harshida Pai   (Physiotherapist),Physiotherapist,12.0,Mumbai,Andheri East,99,148.0,800.0,BPTh/BPT
1620,Dr. Nikita Naik,Dentist,10.0,Mumbai,Vileparle West,98,63.0,800.0,BDS
1622,Dr. Shraddha Ganatra,Gynecologist/Obstetrician,13.0,Mumbai,Malad West,100,2.0,700.0,"MBBS, DGO"
1623,Dr. Avanti Kadam Rane   (Physiotherapist),Physiotherapist,17.0,Mumbai,Bandra West,98,76.0,1000.0,BPTh/BPT
1624,Ms. Smita Nanda R D,Dietitian/Nutritionist,16.0,Mumbai,Kandivali East,97,112.0,1200.0,PGD ND
1628,Dr. Bandish Parekh,Dentist,14.0,Mumbai,Matunga,99,117.0,500.0,"MDS - Conservative Dentistry & Endodontics, BDS"
1631,Dr. Niraj Jha   (Physiotherapist),Physiotherapist,16.0,Mumbai,Chembur,97,694.0,1000.0,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
1633,Dr. Rajashri Shanbhag,Pediatrician,26.0,Mumbai,Jogeshwari East,100,8.0,800.0,"MBBS, Diploma in Child Health (DCH)"
1634,Ms. Deesha Ponda,Occupational Therapist,15.0,Mumbai,Malad West,100,22.0,1000.0,"Bachelor of Occupational Therapy (BOT), Master of Occupational Therapy (MOT)"
1635,Dr. Sonal Katwala,Gynecologist/Obstetrician,22.0,Mumbai,Borivali West,97,59.0,800.0,"MBBS, DGO, DNB - Obstetrics & Gynecology"
1636,Dr. Priyam Bhagat,Dermatologist,16.0,Mumbai,Goregaon East,98,137.0,1200.0,"MD - Skin & VD, Diploma in Dermatology, MBBS"
1637,Dr. Gunjan Patel,Dentist,14.0,Mumbai,Mulund West,98,31.0,200.0,BDS
1638,Dr. Ila Tyagi,Reproductive Endocrinologist (Infertility),30.0,Mumbai,Chembur East,88,9.0,1000.0,"MBBS, MD - Anaesthesiology, DGO, DNB - Obstetrics & Gynecology"
1639,Dr. Nihar P Thakkar,Dentist,12.0,Mumbai,Mulund West,100,7.0,300.0,"BDS, MDS - Conservative Dentistry & Endodontics"
1642,Dr. Saket Sathe,Urologist,11.0,Mumbai,Kandivali West,94,8.0,1000.0,"MBBS, DNB - Urology/Genito - Urinary Surgery, DNB - General Surgery"
1643,Dr. Madhura Nayak,Ophthalmologist,12.0,Mumbai,Goregaon West,100,12.0,800.0,MS - Ophthalmology
1644,Dr. Rashmi Naik Mhatre,Dentist,18.0,Mumbai,Dahisar West,95,63.0,400.0,BDS
1645,Dr. Pramila Das Shah,Ophthalmologist,11.0,Mumbai,Ghatkopar,100,13.0,500.0,"MBBS, DO"
1646,Dr. Tamara Lopez,Dentist,12.0,Mumbai,Bandra West,100,1.0,500.0,"BDS, MDS - Conservative Dentistry & Endodontics"
1647,Dr. Shraddha Karotia,Homoeopath,15.0,Mumbai,Borivali West,100,2.0,700.0,BHMS
1648,Dr. Aastha Chandra,Dentist,11.0,Mumbai,Juhu,100,1.0,500.0,BDS
1650,Dr. Chirag D. Mody,General Surgeon,38.0,Mumbai,Bhandup East,100,4.0,1000.0,"MS - General Surgery, MBBS"
1655,Dr. Santosh Patil,Orthopedist,19.0,Mumbai,Chembur,100,19.0,1000.0,"MBBS, MS - Orthopaedics"
1656,Dr. Rohann Bokdawala,Psychiatrist,13.0,Mumbai,Marine Lines,97,157.0,2500.0,"MBBS, M.D. (Psychiatry)"
1660,Dr. Swati Subhash Dhawale,Homoeopath,21.0,Mumbai,Parel,100,1.0,2500.0,BHMS
1663,Dr. Reena kumari Sengupta,Gynecologist/Obstetrician,11.0,Mumbai,Wadala,50,2.0,1000.0,"MBBS, DNB - Obstetrics & Gynecology"
1664,Dr. Nitesh B. Karnire,Cardiologist,13.0,Mumbai,Bandra East,100,4.0,1000.0,"MBBS, DM - Cardiology, MD - General Medicine, Fellowship In Interventional  Cardiology"
1665,Ms. Mithila Desai,Psychologist,34.0,Mumbai,Borivali West,94,87.0,2500.0,MA - Applied Psychology
1666,Dr. Tuhina Mehta,Dentist,11.0,Mumbai,Ghatkopar East,100,42.0,500.0,"BDS, MDS - Periodontics"
1667,Dr. Prasad Wankhede,Dermatologist,14.0,Mumbai,Worli,98,33.0,1200.0,"MBBS, MD - Dermatology , Venereology & Leprosy"
1668,Dr. Simple Aher,Dermatologist,13.0,Mumbai,Andheri West,100,1.0,2000.0,"MBBS, DVD"
1672,Dr. Honey Mishra,Gynecologist/Obstetrician,10.0,Mumbai,Goregaon West,100,34.0,800.0,"MBBS, DNB - Obstetrics & Gynecology, DGO"
1673,Dr. Deep Garg,Dentist,13.0,Mumbai,Borivali West,100,47.0,500.0,"BDS, MDS - Orthodontics"
1679,Dr. Pramod Patil,Homoeopath,15.0,Mumbai,Borivali East,99,69.0,1200.0,BHMS
1680,Dr. Pallavi Deshmukh Gaikwad,Pediatrician,12.0,Mumbai,Kandivali East,86,2.0,700.0,"Diploma in Child Health (DCH), MBBS"
1681,Dr. Swati Upendra Limaye,Homoeopath,25.0,Mumbai,Goregaon East,100,28.0,1500.0,BHMS
1682,Dr. Shamsher,General Surgeon,10.0,Mumbai,Jogeshwari West,50,2.0,800.0,"MBBS, MS - General Surgery"
1683,Dr. Vijal Modi,Gynecologist/Obstetrician,12.0,Mumbai,Goregaon West,100,13.0,800.0,"MBBS, DNB - Obstetrics & Gynecology"
1685,Dr. Minal Chandrashekhar Chalwade,Gynecologist/Obstetrician,15.0,Mumbai,Sion East,100,9.0,800.0,"DGO, MBBS"
1686,Dr. Eesha N Gokhale,Ophthalmologist,10.0,Mumbai,Goregaon West,100,2.0,700.0,"MBBS, MS - Ophthalmology"
1687,Dr. Pravin Hanumant Shinde,General Surgeon,19.0,Mumbai,Sion,100,2.0,1000.0,"MBBS, DNB - General Surgery"
1691,Dr. Aditya Dhawale,Cardiologist,13.0,Mumbai,Ghatkopar West,100,7.0,1000.0,"MBBS, MD - General Medicine, DNB - Cardiology"
1695,Dr. Ajay   (Physiotherapist),Physiotherapist,13.0,Mumbai,Mulund West,98,141.0,2100.0,"BPTh/BPT, Masters of Physiotheraphy"
1696,Dr. Noorsabha A. Khan,Homoeopath,12.0,Mumbai,Lokhandwala,100,10.0,1000.0,BHMS
1698,Ms. Deepa Nandy,Dietitian/Nutritionist,15.0,Mumbai,Andheri West,100,80.0,2500.0,Post Graduate Diploma in Sports Nutrition
1702,Dr. Pooja S Parab,Homoeopath,16.0,Mumbai,Goregaon East,100,29.0,1500.0,BHMS
1703,Dr. Hiral Bhatt,Ayurveda,12.0,Mumbai,Andheri East,100,16.0,700.0,BAMS
1704,Ms. Hetal Dharod,Dietitian/Nutritionist,22.0,Mumbai,Kandivali West,94,29.0,1000.0,M.Sc. - Home Science (Food & Nutrition)
1707,Ms. Himani Mittal,Dietitian/Nutritionist,19.0,Mumbai,Andheri West,100,28.0,1200.0,BSc - Applied Nutrition
1708,Dr. Shraddha Shivgan,Gynecologist/Obstetrician,13.0,Mumbai,Chembur East,100,1.0,700.0,"DGO, MBBS, DNB - Obstetrics & Gynecology"
1709,Dr. Swapnil Pande,Dentist,13.0,Mumbai,Mira-Bhayandar Road,89,2.0,300.0,"BDS, MDS - Prosthodontist And Crown Bridge"
1711,Dr. Namita P. Patil,Homoeopath,14.0,Mumbai,Borivali East,100,2.0,1000.0,"BHMS, MD - Homeopathy"
1712,Dr. Dr Pooja Sharma   (PhD),Dietitian/Nutritionist,18.0,Mumbai,Powai,97,34.0,1500.0,"PhD - Gastro & Human Nutrition Unit, M.Sc. - Home Science (Food & Nutrition)"
1714,Dr. Vijay Patil,Orthopedist,14.0,Mumbai,Borivali West,75,4.0,800.0,"MS - Orthopaedics, MBBS"
1716,Dr. Prasad Deshmukh,Gynecologist/Obstetrician,13.0,Mumbai,Bandra East,100,1.0,1000.0,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
1718,Dr. Harshant Upadhyaya   (PhD),Psychologist,17.0,Mumbai,Ghatkopar West,98,43.0,3000.0,"PhD - Psychology, MA/MPhil - Health Psychology"
1720,Dr. Varsha Degwekar,Gynecologist/Obstetrician,35.0,Mumbai,Powai,94,141.0,1000.0,"MS - Obstetrics & Gynaecology, MBBS"
1721,Dr. Nikhil D Datar,Gynecologist/Obstetrician,31.0,Mumbai,Malad West,99,473.0,1000.0,"MBBS, MD - Midwifery & Gynecology, DGO, FCPS - Mid. & Gynae, DNB - Obstetrics & Gynecology"
1722,Ms. Jennifer Dhuri,Dietitian/Nutritionist,24.0,Mumbai,Powai,98,9.0,2500.0,PG Diploma in Dietitics and Hospital Food Service
1723,Ms. Twinkle Haria,Dietitian/Nutritionist,12.0,Mumbai,Mulund West,99,62.0,1800.0,Post Graduate Diploma in Clinical Nutrition & Dietetics
1726,Ms. Rochelle Gomes,Psychologist,18.0,Mumbai,Bandra,100,14.0,2500.0,MA - Psychology
1729,Dr. Ketaki Shingare   (Physiotherapist),Physiotherapist,12.0,Mumbai,Ghatkopar East,100,1.0,600.0,"BPTh/BPT, MSc. - Applying Physiotherapy (Musculoskeletal)"
1730,Ms. Kausar S,Psychologist,24.0,Mumbai,Khar West,93,6.0,2500.0,"MA - Psychology, BA - Psychology"
1731,Dr. Sita Gururaja,Gynecologist/Obstetrician,26.0,Mumbai,Powai,98,67.0,800.0,"MBBS, DNB - Obstetrics & Gynecology, DGO"
1738,Dr. Mehta Devangee Bakul   (Physiotherapist),Physiotherapist,15.0,Mumbai,Prabhadevi,100,13.0,1000.0,"BPTh/BPT, Masters of Physiotheraphy"
1739,Dr. Mohammad Sayeed   (Physiotherapist),Physiotherapist,14.0,Mumbai,Bandra West,100,5.0,1500.0,BPTh/BPT
1741,Dr. Ameet Mandot,Gastroenterologist,20.0,Mumbai,Parel,100,9.0,1850.0,"MBBS, MD - General Medicine, DNB - Gastroenterology"
1744,Dr. Rachayta Parikh Gala,Dentist,11.0,Mumbai,Vileparle West,100,114.0,400.0,"BDS, MDS - Paedodontics And Preventive Dentistry"
1745,Dr. Resham Vasani Bhojani,Dermatologist,23.0,Mumbai,Matunga,99,242.0,1500.0,"MBBS, MD - Dermatology , Venereology & Leprosy, DDVL, FCPS - Dermatology & Venereology"
1747,Ms. Preeti Shahal,Psychologist,30.0,Mumbai,Kandivali East,98,40.0,1300.0,MA - Psychology
1750,Ms. Ritu Kabra,Hypnotherapist,17.0,Mumbai,Cumballa Hill,75,4.0,3000.0,"Certificate in Clinical Hypnotherapy (CCht ), Bachelor in Hypnotherapy (BHT)"
1751,Dr. Sameer Sawant,Ophthalmologist,21.0,Mumbai,Santacruz East,99,52.0,850.0,"MBBS, MS - Ophthalmology"
1752,Dr. Sheetal R Gore,Dentist,22.0,Mumbai,Borivali East,97,138.0,300.0,BDS
1753,Dr. Rajendra Sankpal,Dentist,30.0,Mumbai,Powai,96,114.0,600.0,"BDS, Fellowship in Oral implantlogy, Fellowship and Diplomate in Implantology from ICOI (USA)"
1754,Dr. Shyam Mithiya,Sexologist,15.0,Mumbai,Ghatkopar West,96,527.0,1750.0,"MBBS, DPM (Psychiatry)"
1755,Dr. Shilpa Abhyankar,Gynecologist/Obstetrician,28.0,Mumbai,Dadar East,97,127.0,800.0,"MBBS, DGO, MD - Midwifery & Gynecology"
1756,Dr. Ritika Arora,Dentist,21.0,Mumbai,Khar West,96,156.0,800.0,"BDS, MDS - Periodontics"
1758,Dr. Madhushree Venkat,Gynecologist/Obstetrician,22.0,Mumbai,Mulund West,82,18.0,800.0,"MBBS, DGO, DNB - Obstetrics & Gynecology"
1759,Ms. Zubaida I Shaikh,Acupuncturist,21.0,Mumbai,Andheri West,50,1.0,1000.0,Diploma in Acupuncture
1760,Dr. Sunayana Dubey,Gynecologist/Obstetrician,21.0,Mumbai,Kandivali East,94,13.0,700.0,"MBBS, DGO"
1761,Dr. Vijay D Shetty,Orthopedist,27.0,Mumbai,Powai,99,567.0,2100.0,"MBBS, MS - Orthopaedics"
1762,Dr. Ajay Bajaj,Dentist,29.0,Mumbai,Juhu,96,191.0,500.0,"BDS, MDS - Conservative Dentistry & Endodontics"
1763,Dr. Shrikant Badwe,Urologist,44.0,Mumbai,Goregaon West,90,114.0,1500.0,"MBBS, MS - General Surgery, MCh - Urology"
1764,Ms. Anushree Chatterji,Psychotherapist,13.0,Mumbai,Chembur,98,39.0,1500.0,MA - Psychology
1765,Dr. Susheel Deshmukh,Ophthalmologist,18.0,Mumbai,Goregaon East,97,35.0,500.0,"MBBS, MS - Ophthalmology"
1766,Dr. Reshma Shah,Dentist,24.0,Mumbai,Girgaon,99,73.0,500.0,BDS
1767,Dr. Nishant Kalsekar,Dentist,22.0,Mumbai,Kanjurmarg,94,30.0,200.0,BDS
1768,Dr. Nitin Dange,Neurosurgeon,27.0,Mumbai,Parel,100,1.0,2600.0,"MCh - Neuro Surgery, MS - General Surgery, MBBS"
1769,Dr. Jenin Patel,Ophthalmologist,24.0,Mumbai,Malad West,95,127.0,800.0,"MBBS, MS - Ophthalmology"
1770,Dr. Jenin Patel,Ophthalmologist,24.0,Mumbai,Malad West,95,127.0,800.0,"MBBS, MS - Ophthalmology"
1771,Dr. Sachin Bhonsle,Orthopedist,37.0,Mumbai,Mulund West,85,18.0,2000.0,"MBBS, MS - Orthopaedics, FRCS (Glasgow)"
1772,Dr. Gul J. Nankani,Ophthalmologist,32.0,Mumbai,Parel,99,282.0,1500.0,"MS - Ophthalmology, MBBS"
1773,Dr. Sobh Singh Khambay,Dentist,44.0,Mumbai,Mulund West,100,6.0,1300.0,"BDS, MDS - Oral & Maxillofacial Surgery"
1774,Dr. Anju Bijoy Methil,Dermatologist,28.0,Mumbai,Andheri West,96,140.0,1000.0,"MBBS, DVD, MD - Dermatology"
1775,Dr. Shilpa Mittal,Dentist,24.0,Mumbai,Kandivali East,98,137.0,500.0,BDS
1776,Dr. Neha Agarwal,Pediatrician,14.0,Mumbai,Kandivali East,100,6.0,600.0,"MBBS, DNB - Paediatrics"
1777,Dr. Miten L Pandya,Dentist,26.0,Mumbai,Vidyavihar,97,3.0,500.0,BDS
1778,Dr. Dhawal Haria,Ophthalmologist,14.0,Mumbai,Borivali West,100,224.0,400.0,"MBBS, DNB - Ophthalmology"
1779,Dr. Yazad R Gandhi,Dentist,25.0,Mumbai,Kemps Corner,98,97.0,1200.0,"BDS, MDS - Oral & Maxillofacial Surgery"
1780,Dr. Darshan Hiralal Vora,Dentist,24.0,Mumbai,Mulund West,99,287.0,500.0,"BDS, PGDE (Cosmetic & Esthetic Dentist)"
1781,Dr. Arpit Doshi,Dentist,14.0,Mumbai,Ghatkopar East,96,59.0,600.0,"BDS, MDS - Orthodontics"
1782,Dr. Sandesh S Kumar,Dentist,21.0,Mumbai,Mulund West,98,20.0,250.0,BDS
1783,Dr. Seema Behl,Ophthalmologist,31.0,Mumbai,Andheri East,93,16.0,800.0,"MBBS, MS - Ophthalmology"
1784,Dr. Nitin R Kochar,Ayurveda,27.0,Mumbai,Goregaon West,96,106.0,2000.0,"BAMS, MD - Ayurveda Medicine, Post Graduate Diploma In Yoga"
1785,Dr. Hardik J. Shah,Dentist,17.0,Mumbai,JB Nagar,98,72.0,500.0,"MDS - Periodontics, BDS"
1786,Dr. Rahul Pagare,Dentist,16.0,Mumbai,Govandi,98,123.0,200.0,BDS
1787,Dr. Salem Tariq,Dentist,13.0,Mumbai,Andheri West,99,65.0,500.0,"BDS, MDS - Periodontology and Oral Implantology"
1788,Dr. Minali Goyal,Ophthalmologist,35.0,Mumbai,Worli,95,36.0,800.0,"MS - Ophthalmology, MBBS"
1789,Dr. Suresh Sankla,Neurosurgeon,39.0,Mumbai,Parel,100,2.0,1850.0,"MBBS, DNB - Neurosurgery"
1790,Dr. Sanjay Bakhshi   (Physiotherapist),Physiotherapist,25.0,Mumbai,Andheri West,97,174.0,1500.0,"BPTh/BPT, Diploma in Acupuncture, MPTh/MPT - Sports Physiotherapy, MPTh/MPT - Musculoskeletal Physiotherapy"
1791,Dr. Abhijit V. Shetty,Dentist,14.0,Mumbai,Chembur,98,75.0,300.0,"BDS, MDS - Conservative Dentistry & Endodontics"
1792,Dr. Vipulroy Rathod,Gastroenterologist,33.0,Mumbai,Santacruz West,87,131.0,2500.0,"MS - General Surgery, MBBS, DM - Medical Gastroenterology"
1793,Dr. Kunal Shah,Orthopedist,19.0,Mumbai,Dahisar,98,32.0,600.0,"MBBS, MS - Orthopaedics"
1794,Dr. Santosh Nayak,Dentist,12.0,Mumbai,Mahim,99,151.0,500.0,"BDS, Fellowship in Oral implantlogy"
1795,Dr. Pooja Kukreja,Dentist,12.0,Mumbai,Khar West,100,38.0,500.0,BDS
1796,Dr. Prashant Murugkar,Plastic Surgeon,32.0,Mumbai,Bandra West,97,119.0,1500.0,"MBBS, DNB - Plastic Surgery, MRCS (UK), MCh - Plastic Surgery"
1797,Dr. Dhruti Raut Chavan,Dentist,11.0,Mumbai,Dadar East,98,13.0,500.0,"MDS - Prosthodontics, BDS"
1798,Dr. Kishori Dinendra Kadam,Gynecologist/Obstetrician,38.0,Mumbai,Mulund West,90,24.0,1300.0,"MBBS, DGO, MD - Obstetrics & Gynaecology"
1799,Dr. Rujuta Mehta,Orthopedist,29.0,Mumbai,Santacruz West,96,18.0,1500.0,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
1801,Dr. Meena P. Mistry,Dentist,35.0,Mumbai,Vileparle East,97,17.0,200.0,BDS
1802,Dr. Jyotsna Patel,Gynecologist/Obstetrician,28.0,Mumbai,Andheri East,89,33.0,1000.0,"MD - Obstetrics & Gynaecology, DGO, MBBS"
1803,Dr. Poorvi Chothani Kachwala,Dentist,14.0,Mumbai,Andheri West,100,179.0,500.0,"BDS, MDS - Prosthodontics"
1804,Dr. Dhara Shah   (Physiotherapist),Physiotherapist,12.0,Mumbai,Borivali West,94,11.0,500.0,BPTh/BPT
1805,Dr. Shruti Parikh,Gynecologist/Obstetrician,14.0,Mumbai,Borivali West,100,156.0,800.0,"MBBS, MS - Obstetrics & Gynaecology"
1806,Dr. Jay N. Harde,Homoeopath,30.0,Mumbai,Borivali,96,123.0,250.0,DHMS (Diploma in Homeopathic Medicine and Surgery)
1807,Dr. Dimple Kapasi   (Physiotherapist),Physiotherapist,19.0,Mumbai,Kandivali West,99,52.0,1200.0,BPTh/BPT
1808,Dr. Ankesh Sahetya,Gynecologist/Obstetrician,14.0,Mumbai,Andheri West,100,1001.0,1000.0,"DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology, MBBS"
1809,Dr. Shaurya Rohatgi,Dermatologist,13.0,Mumbai,Andheri West,96,171.0,1000.0,"MD - Dermatology , Venereology & Leprosy, MBBS"
1810,Dr. Punit Bhojani,Gynecologist/Obstetrician,19.0,Mumbai,Matunga,99,65.0,1000.0,"MBBS, MS - Obstetrics & Gynaecology, FCPS - Mid. & Gynae"
1811,Dr. Savneet Kaur,Dentist,19.0,Mumbai,Sion,100,67.0,150.0,BDS
1814,Dr. Ankita Mishra,Psychiatrist,15.0,Mumbai,Dadar,97,26.0,3000.0,"MBBS, M.D. (Psychiatry)"
1815,Dr. Sanjay S Chopra,Dermatologist,11.0,Mumbai,Parel,96,27.0,900.0,"MBBS, DVD"
1816,Dr. Partho Bakshi,Ophthalmologist,18.0,Mumbai,Chembur,100,11.0,1200.0,"MBBS, DOMS, DNB - Ophthalmology"
1817,Dr. Garima Sharma,Gynecologist/Obstetrician,12.0,Mumbai,Mulund,99,79.0,800.0,"MS - Obstetrics & Gynaecology, Post Doctoral Fellowship in Reproductive Medicine, MBBS, DNB - Obstetrics & Gynecology"
