,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
416,Dr. Laxmi Mantri,Gynecologist/Obstetrician,35,Delhi,Pusa Road,82% ,3,1300,"MBBS, MS - Obstetrics & Gynaecology"
417,Dr. Navin Pahwa,Dentist,26,Delhi,Rohini,90% ,10,300,"BDS, MDS - Periodontics"
418,Dr. Tripti Sharan,Gynecologist/Obstetrician,29,Delhi,Pusa Road,64% ,4,1500,"MBBS, MS - Obstetrics & Gynaecology"
419,Dr. Sachin Pruthi,Dentist,20,Delhi,Pitampura,99% ,240,300,BDS
420,Dr. Geeta Chadha,Gynecologist/Obstetrician,39,Delhi,Nehru Place,75% ,10,2100,"MBBS, MD - Obstetrics & Gynaecology"
421,Dr. Harveen Kaur,Gynecologist/Obstetrician,22,Delhi,Malviya Nagar,97% ,65,800,"MBBS, DNB - Obstetrics & Gynecology"
422,Dr. Prof. Suraj R Suvarna,Dentist,22,Delhi,Sheikh Sarai,100% ,95,300,"BDS, MDS - Prosthodontist And Crown Bridge"
423,Dr. Radhika Sachdev,Pediatrician,24,Delhi,Dwarka,98% ,204,600,"MBBS, Diploma in Child Health (DCH)"
424,Dr. Naresh Lal,Pediatrician,11,Delhi,Pusa Road,100% ,3,800,"MBBS, MD - Pediatrics, FNB - Pediatric Intensive Care"
425,Dr. Jangid,Dermatologist,15,Delhi,Saket,94% ,423,1200,"MD - Dermatology , Venereology & Leprosy, MBBS"
426,Dr. Niraj Rampal,Dentist,45,Delhi,Greater Kailash Part 2,100% ,18,1500,"BDS, MDS - Prosthodontics"
427,Dr. Sachin Bansal,Dentist,20,Delhi,Pitampura,100% ,294,400,"BDS, MDS - Orthodontics"
428,Dr. (Maj Gen.) Darshan Singh Bhakuni,Rheumatologist,40,Delhi,Dwarka Sector 6,100% ,279,1100,"MBBS, DNB - General Medicine, PGCC - Rheumatology"
429,Dr. Vishal Arya,Dentist,24,Delhi,Pitampura,99% ,138,500,"BDS, MDS - Pedodontics, Certificate of Oral Implantology"
430,Dr. Tyag Murti Sharma,Ophthalmologist,34,Delhi,Janakpuri,99% ,123,900,"MBBS, MD - Ophthalmology"
431,Dr. Vishal Dutt Gour,Urologist,20,Delhi,Greater Kailash Part 1,89% ,10,1200,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
432,Dr. Amandeep Sapra,Dentist,22,Delhi,Lajpat Nagar,98% ,198,400,BDS
433,Dr. Akash Sachdeva,Dentist,24,Delhi,Kirti Nagar,95% ,5,500,"MDS, BDS"
434,Dr. Nargesh Agrawal,Orthopedist,15,Delhi,Pusa Road,100% ,1,1100,"MS - Orthopaedics, MBBS"
435,Dr. Chandragouda Dodagoudar,Oncologist,22,Delhi,Pusa Road,N/A,N/A,1800,"MBBS, MD - General Medicine, DNB  - Medical Oncology"
436,Dr. Munish Taneja,Ear-Nose-Throat (ENT) Specialist,25,Delhi,Dwarka,89% ,33,600,"MBBS, MS - ENT"
437,Dr. Pardeep Bageja,Orthopedist,27,Delhi,Patel Nagar West,89% ,153,900,"DNB - Orthopedics/Orthopedic Surgery, MBBS"
438,Dr. Simran Kataria,Dentist,16,Delhi,Saket,98% ,195,300,"BDS, MDS - Paedodontics And Preventive Dentistry"
439,Dr. Mukesh Goel,General Surgeon,28,Delhi,Sarita Vihar,100% ,N/A,1200,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery"
440,Dr. Mukesh Goel,General Surgeon,28,Delhi,Sarita Vihar,100% ,N/A,1200,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery"
441,Dr. Dimple Arora,Dentist,25,Delhi,Ashok Vihar,100% ,68,500,BDS
442,Dr. Anuneet Sabharwal,Psychiatrist,11,Delhi,Vivek Vihar,99% ,365,1000,"MBBS, M.D. (Psychiatry)"
443,Dr. Bachan Singh Barthwal,General Surgeon,41,Delhi,Patparganj,96% ,48,1000,"MBBS, MS - General Surgery"
444,Dr. Abhideep Chaudhary,General Surgeon,22,Delhi,Pusa Road,N/A,N/A,1500,"MBBS, MS - General Surgery"
445,Dr. Sunita Verma,Gynecologist/Obstetrician,33,Delhi,Dwarka,92% ,36,1000,"MBBS, DGO, DNB - Obstetrics & Gynecology"
446,Dr. Sandeep Nayar,Pulmonologist,31,Delhi,Pusa Road,60% ,18,1500,"MBBS, MD - TB & Chest"
447,Dr. Abhishek Arora,Dentist,20,Delhi,Malviya Nagar,99% ,544,500,BDS
448,Dr. Shivani Mangal,Dentist,11,Delhi,Dwarka Sector 23,100% ,142,300,"BDS, MDS - Conservative Dentistry & Endodontics"
449,Dr. Ruchi Malhotra,Gynecologist/Obstetrician,30,Delhi,Kingsway Camp,90% ,76,700,"DGO, DNB - Obstetrics & Gynecology, MBBS"
450,Dr. Anoop Ganjoo,Cardiothoracic Surgeon,43,Delhi,Sarita Vihar,N/A,N/A,1500,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery"
451,Dr. Neha Singhal,Dentist,15,Delhi,Kingsway Camp,99% ,19,200,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics"
452,Dr. Sanjeev K Garg,Dentist,28,Delhi,Pitampura,98% ,33,500,"BDS, Certificate of Oral Implantology"
453,Dr. Madhu Sudan,Ayurveda,13,Delhi,Kalkaji,88% ,211,1000,BAMS
454,Dr. Neha Khandelwal,Gynecologist/Obstetrician,17,Delhi,Greater Kailash Part 1,99% ,435,1200,"MBBS, MS - Obstetrics & Gynaecology"
455,Dr. Ritu S Bhola,Dentist,18,Delhi,Vishnu Garden,91% ,10,250,BDS
456,Dr. Sunil Kumar Dwivedi,Homoeopath,17,Delhi,Dwarka,94% ,138,400,"MD - Homeopathy, BHMS"
457,Dr. Anjana Gulani,Pediatrician,27,Delhi,Vasant Kunj,95% ,23,700,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
458,Dr. Divya Singhal,Gynecologist/Obstetrician,38,Delhi,Pitampura,98% ,92,900,"MBBS, DGO"
459,Dr. Lubat Seth,Ophthalmologist,36,Delhi,Sarita Vihar,N/A,N/A,2000,"MBBS, DOMS, MS - Ophthalmology"
460,Dr. Arihant Surana,Dermatologist,22,Delhi,Defence Colony,96% ,118,1000,"DDV, MBBS"
461,Dr. Anita K Jain,Gynecologist/Obstetrician,23,Delhi,Paschim Vihar,98% ,57,600,"MBBS, DGO"
462,Dr. Viraj Chopra,Dentist,31,Delhi,New Friends Colony,98% ,37,1000,"BDS, MDS - Operative Dentistry"
463,Dr. Dipanjan Panda,Oncologist,15,Delhi,Sarita Vihar,50% ,2,1500,"MBBS, MD - General Medicine, DM - Medical Oncology"
464,Dr. Manish Gupta,Ear-Nose-Throat (ENT) Specialist,22,Delhi,Greater Kailash Part 1,99% ,45,1000,"MBBS, MS - ENT"
465,Dr. Rajneesh Gulati,Gastroenterologist,30,Delhi,Vikas Puri,65% ,49,1000,"MBBS, MD - Medicine, DM - Gastroenterology"
466,Dr. Sushen Sharma,Dentist,13,Delhi,Patel Nagar West,99% ,93,200,"BDS, MDS - Prosthodontist And Crown Bridge"
467,Dr. Kapil Garg,Dentist,17,Delhi,Pitampura,99% ,311,500,"BDS, MDS - Periodontics"
468,Dr. Manisha Chopra,Dermatologist,24,Delhi,Greater Kailash Part 2,97% ,77,1000,"MBBS, MD - Dermatology , Venereology & Leprosy"
469,Dr. Arvinder Singh Chilana,General Surgeon,42,Delhi,Shalimar Bagh,67% ,1,1200,"MBBS, MS - General Surgery"
470,Dr. Rajeev Nangia,Ear-Nose-Throat (ENT) Specialist,36,Delhi,Karol Bagh,60% ,3,1000,"MBBS, MS - ENT"
471,Dr. Robin Khosa,Oncologist,14,Delhi,Sarita Vihar,N/A,N/A,1500,"MBBS, MD - Radiotherapy"
472,Dr. Usha Maheshwari,Laparoscopic Surgeon,34,Delhi,Nehru Place,N/A,N/A,1000,"MBBS, MS - General Surgery"
473,Dr. Aniel Malhotra,Ophthalmologist,32,Delhi,Sarita Vihar,100% ,N/A,2000,"MBBS, DO, MS - Ophthalmology"
474,Dr. Gaurav Goel,Dentist,22,Delhi,Patparganj,98% ,38,500,BDS
475,Dr. Prerna Taneja Mathur,Cosmetologist,22,Delhi,Jagriti Enclave,96% ,48,500,"BDS, MDS - Oral Medicine and Radiology, Fellowship in Medical Cosmetology (FMC)"
476,Dr. Anoop Jain,Dentist,14,Delhi,Rohini,99% ,318,200,"BDS, MDS - Prosthodontist And Crown Bridge"
477,Dr. Deepak Punhani,Dentist,23,Delhi,Vikas Puri,97% ,141,500,"BDS, MDS - Conservative Dentistry & Endodontics"
478,Dr. Suchindra Sachdeva,Homoeopath,36,Delhi,Sukhdev Vihar,99% ,67,1800,BHMS
479,Dr. Pankaj Rao,Dentist,16,Delhi,Dwarka,98% ,721,500,"BDS, MDS - Conservative Dentistry & Endodontics"
480,Dr. Karishma Bhatia,Gynecologist/Obstetrician,11,Delhi,Rohini,97% ,76,500,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MNAMS - Obstetrics & Gynaecology"
481,Dr. Mudasir Khan,Dermatologist,28,Delhi,Jasola,94% ,88,800,"MBBS, Masters in Clinical Dermatology"
482,Dr. Pankaj Jain,Ophthalmologist,46,Delhi,Karol Bagh,67% ,4,1050,"MBBS, MS - Ophthalmology"
483,Dr. Vishal Vaidya,Pediatrician,22,Delhi,Dwarka,98% ,42,800,"MBBS, Diploma in Child Health (DCH)"
484,Dr. Sunil Kaul,General Surgeon,33,Delhi,Sarita Vihar,100% ,2,1500,"MBBS, MS - General Surgery"
485,Dr. Swapnil Gupta,Dentist,14,Delhi,Alaknanda,97% ,201,300,BDS
486,Dr. Anuj Saigal,Dermatologist,14,Delhi,Green Park,97% ,131,1000,"MBBS, MD - Dermatology , Venereology & Leprosy"
487,Dr. Rajesh Kr. Bhardwaj,Ear-Nose-Throat (ENT) Specialist,39,Delhi,Vasant Vihar,97% ,230,2500,"MBBS, MS - ENT, DNB - ENT"
488,Dr. Manak Gupta,Dentist,16,Delhi,Dwarka,99% ,328,500,"BDS, MDS - Periodontics"
489,Dr. Neeti Sharma,Dentist,12,Delhi,Katwaria Sarai,96% ,63,350,BDS
490,Dr. Deepa Sharma,Pediatrician,27,Delhi,Sarita Vihar,100% ,2,1500,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
491,Dr. Rajiv Mehta   (Physiotherapist),Physiotherapist,23,Delhi,Pitampura,97% ,196,500,BPTh/BPT
492,Dr. Pooja Choudhary,Gynecologist/Obstetrician,22,Delhi,Safdarjung Enclave,96% ,121,900,"MD - Obstetrics & Gynaecology, MBBS"
493,Dr. Kapil Gandhi,Dentist,25,Delhi,Kalkaji,98% ,121,800,"BDS, MDS - Paedodontics And Preventive Dentistry"
494,Dr. Neetu Singh,Dentist,15,Delhi,Dwarka Sector 7,100% ,81,500,"BDS, MDS - Prosthodontist And Crown Bridge"
495,Dr. Saurabh Gupta,Dentist,28,Delhi,South Extension 2,97% ,84,700,"BDS, MDS - Prosthodontics"
496,Dr. Rajat Sachdeva,Dentist,18,Delhi,Ashok Vihar,96% ,577,500,"BDS, MDS - Oral Pathology and Oral Microbiology"
497,Dr. Mukul Prabhat,Dentist,14,Delhi,Shahdara,96% ,7,250,"BDS, MDS - Oral Medicine and Radiology, Certificate of Oral Implantology"
498,Dr. Madhu Goel,Gynecologist/Obstetrician,29,Delhi,Greater Kailash Part 2,99% ,179,1200,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MBBS, MNAMS - Obstetrics & Gynaecology"
499,Dr. Akta Bajaj,Gynecologist/Obstetrician,25,Delhi,Paschim Vihar,96% ,47,700,"MBBS, MD - Obstetrics & Gynaecology"
500,Dr. Pallavi Dhama,Dentist,12,Delhi,IP Extension,100% ,66,300,"BDS, MDS - Paedodontics And Preventive Dentistry"
501,Dr. Anurag Krishna,Pediatric Surgeon,39,Delhi,Saket,88% ,12,1200,"MBBS, MS - General Surgery, MS - Paediatrics Surgery"
502,Dr. Harveen Nakra,Dentist,22,Delhi,Punjabi Bagh,99% ,173,500,BDS
503,Dr. Geeta Kalra,Dentist,22,Delhi,Lajpat Nagar,93% ,55,700,BDS
504,Dr. Mehak Nagpal Sharma,Dentist,11,Delhi,Dwarka,100% ,89,500,"BDS, MDS - Paedodontics And Preventive Dentistry"
505,Dr. Priya Oberoi,Dentist,21,Delhi,Kalkaji,97% ,35,500,BDS
506,Dr. Aradhana Pandey,Veterinarian,24,Delhi,Rohini,90% ,92,500,Bachelor in Veterinary Science and Animal Husbandary (BVSc & AH)
507,Dr. Rekha Sharma,Dentist,20,Delhi,Mayur Vihar Ph-II,100% ,24,600,BDS
508,Dr. Smita Malhotra,Pediatrician,25,Delhi,Sarita Vihar,100% ,N/A,1500,"MBBS, DNB - Paediatrics"
509,Dr. Deepti Rana,Dermatologist,16,Delhi,Panchsheel Park,86% ,30,1200,"MBBS, MD - Dermatology , Venereology & Leprosy"
510,Dr. Shivani Kataria,Dentist,9 ,Delhi,Patel Nagar West,99% ,111,300,BDS
511,Dr. Madhumani Kumra,Dentist,28,Delhi,Greater Kailash Part 1,99% ,96,750,"MDS - Oral Pathology and Oral Microbiology, BDS"
512,Dr. Deepti Chhabra   (Physiotherapist),Physiotherapist,16,Delhi,Janakpuri,100% ,28,500,N/A
513,Dr. Rima khanna,Neurologist,14,Delhi,Shalimar Bagh,40% ,16,1000,"MBBS, DNB - Neurology, DNB - General Medicine"
514,Dr. Prachi Kohli,Dentist,13,Delhi,Kamla Nagar,100% ,45,300,"MDS - Periodontics, BDS"
515,Dr. Raj Bokaria,Gynecologist/Obstetrician,46,Delhi,Greater Kailash Part 2,100% ,1,1500,"MBBS, MS - Obstetrics & Gynaecology"
516,Dr. Yajvender Pratap Singh Rana,Urologist,18,Delhi,Pusa Road,77% ,12,1200,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
517,Dr. C B Singh,Homoeopath,10,Delhi,Laxmi Nagar,91% ,404,500,BHMS
518,Dr. Rajesh Madan,Cardiologist,17,Delhi,Dwarka,88% ,52,700,N/A
519,Dr. Mansi Arora,Dentist,17,Delhi,Paschim Vihar,99% ,202,500,N/A
520,Dr. Sajal Halder,Plastic Surgeon,26,Delhi,Lajpat Nagar,96% ,34,1000,"DNB - Plastic Surgery, MBBS, MS - General Surgery"
521,Dr. Jyoti Ahlawat,Dentist,14,Delhi,Vasundhra Enclave,99% ,110,500,N/A
522,Dr. Shilpa Kalra,Dentist,13,Delhi,Dwarka,100% ,30,400,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
523,Dr. Lalit K Garg,Orthopedist,16,Delhi,Vasant Kunj,90% ,196,800,"MBBS, MS - Orthopaedics"
524,Dr. Divij Khanna,Dentist,13,Delhi,Saket,98% ,18,500,"BDS, MDS - Periodontology and Oral Implantology"
525,Dr. Vivek Garg,Ophthalmologist,17,Delhi,Pusa Road,100% ,1,1000,"MBBS, DOMS"
526,Dr. Ruchika Mittal   (PhD),Audiologist,19,Delhi,Rajouri Garden,97% ,205,900,"Ph. D - ENT, MSc. - Speech and Hearing, BSc - Speech & Hearing"
527,Dr. Shilpa Dhameja,Gynecologist/Obstetrician,20,Delhi,Vasant Kunj,98% ,576,800,N/A
528,Dr. Sanjay Kumar,Dentist,28,Delhi,CR Park,99% ,124,1000,N/A
529,Dr. Kailash Nath Gupta,Pulmonologist,27,Delhi,Dwarka,94% ,346,800,"MD - Physician, DNB - Respiratory Diseases"
530,Dr. Chandrashekhar,Cardiologist,18,Delhi,Shalimar Bagh,86% ,6,1200,"MBBS, MD - General Medicine, DM - Cardiology, FACC"
531,Dr. Abhinav Gupta,Dentist,19,Delhi,Vijaynagar,98% ,123,500,BDS
532,Dr. Ruchir Chawla,Dentist,12,Delhi,Katwaria Sarai,96% ,80,350,BDS
533,Dr. Yachna Grover,Gynecologist/Obstetrician,30,Delhi,Greater Kailash Part 2,98% ,299,1200,"MBBS, DGO"
534,Dr. Arvind Kumar,Diabetologist,24,Delhi,Dwarka,98% ,140,900,"MBBS, MD - Medicine"
535,Dr. Samvedna Sindwani,Gynecologist/Obstetrician,13,Delhi,Vikas Puri,97% ,29,500,"MBBS, DGO"
536,Dr. (Maj) Pankaj N Surange,Spine And Pain Specialist,26,Delhi,Dwarka Sector 19,97% ,317,1000,"MBBS, MD - Anaesthesiology"
537,Dr. Jyoti Anand,Dentist,11,Delhi,Paschim Vihar,98% ,53,500,BDS
538,Dr. Arun Kant,Dentist,12,Delhi,Dwarka,99% ,694,500,"BDS, MDS - Prosthodontist And Crown Bridge"
539,Dr. Sumit Dubey,Dentist,19,Delhi,Lajpat Nagar,96% ,33,500,BDS
540,Dr. Sumit Dubey,Dentist,19,Delhi,Lajpat Nagar,96% ,33,500,BDS
541,Dr. Praveen Sodhhi,General Surgeon,26,Delhi,Sarita Vihar,100% ,1,1500,"MBBS, MS - General Surgery"
542,Dr. Jasbir Chandna,Gynecologist/Obstetrician,43,Delhi,Greater Kailash Part 2,92% ,6,1500,"MBBS, MD - Obstetrics & Gynaecology"
543,Dr. Kamal Gandhi,Dentist,26,Delhi,Vasant Vihar,98% ,106,800,BDS
544,Dr. Ashna Khanna,Dentist,12,Delhi,Saket,100% ,18,500,"BDS, MDS - Paedodontics And Preventive Dentistry"
545,Dr. Vineet Jain,Dentist,20,Delhi,Pitampura,99% ,48,500,"BDS, MDS - Prosthodontics"
546,Dr. Rita Bakshi,Gynecologist/Obstetrician,38,Delhi,Green Park,95% ,142,1500,"MBBS, MD - Obstetrics & Gynaecology, DGO"
547,Dr. Anshul Gupta,Ear-Nose-Throat (ENT) Specialist,17,Delhi,Pitampura,83% ,116,800,"MBBS, DNB - ENT"
548,Dr. Aparna Muddana,Gynecologist/Obstetrician,20,Delhi,Greater Kailash Part 2,100% ,17,800,"MBBS, MS - Obstetrics & Gynaecology"
549,Dr. Simrata Garg,Dentist,13,Delhi,Paschim Vihar,99% ,99,500,N/A
550,Dr. Garima Srivastav,Gynecologist/Obstetrician,10,Delhi,Pitampura,93% ,33,800,"MBBS, MD - Obstetrics & Gynaecology"
551,Dr. Kamal Goyal,Ear-Nose-Throat (ENT) Specialist,14,Delhi,Dwarka,94% ,86,700,N/A
552,Dr. Sumit Aggarwal,Dentist,11,Delhi,Kamla Nagar,98% ,51,300,BDS
553,Dr. Navjot Singh Arora,Dermatologist,11,Delhi,Dwarka Sector 7,97% ,185,800,N/A
554,Dr. Simran,Dentist,15,Delhi,Paschim Vihar,97% ,53,500,N/A
555,Dr. Vinod Khanna,Dentist,13,Delhi,Ramesh Nagar,98% ,127,300,N/A
556,Dr. Poonam Gupta,Ophthalmologist,27,Delhi,Shalimar Bagh,N/A,N/A,700,N/A
557,Dr. Anupam Sinha,Dentist,20,Delhi,Greater Kailash Part 1,97% ,59,750,N/A
558,Dr. Sarita Sharma,Pediatrician,20,Delhi,Sarvodaya Enclave,97% ,15,800,N/A
559,Dr. Sadhna Singhal Vishnoi,Gynecologist/Obstetrician,28,Delhi,Punjabi Bagh,97% ,104,1000,N/A
560,Dr. Naina Chopra,Dentist,16,Delhi,Ramesh Nagar,100% ,77,600,N/A
561,Dr. Sonam Duggal,Dentist,13,Delhi,Uday Park,100% ,21,500,N/A
562,Dr. Abhimanyu Kumar   (Physiotherapist),Physiotherapist,14,Delhi,Tagore Garden,100% ,107,400,N/A
563,Dr. Vikas Taneja,Pediatrician,28,Delhi,Dwarka Sector 6,100% ,11,900,"DNB - Paediatrics, MBBS"
564,Dr. Deepshikha Goel   (Physiotherapist),Physiotherapist,17,Delhi,Anand Vihar,100% ,25,500,N/A
565,Dr. Indu Ballani,Dermatologist,17,Delhi,Pusa Road,91% ,18,1000,N/A
566,Dr. Dheeraj Bhardwaj,Veterinarian,17,Delhi,Dwarka,99% ,144,700,N/A
567,Dr. Anisha Sekhri   (Physiotherapist),Physiotherapist,14,Delhi,Preet Vihar,97% ,32,500,N/A
568,Dr. Chhavi Bajaj,Dentist,6 ,Delhi,Dwarka Sector 3,100% ,38,350,N/A
569,Dr. Vijay Tanwar,Dentist,10,Delhi,Chattarpur,98% ,76,500,N/A
570,Dr. Puneet Bedi,Gynecologist/Obstetrician,42,Delhi,Sarita Vihar,40% ,3,2000,"MBBS, MD - Obstetrics & Gynaecology"
571,Dr. Karuna Bector  Arora,Dentist,11,Delhi,Vasant Vihar,100% ,13,500,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS"
572,Dr. Ajay Pal Singh,Ayurveda,14,Delhi,Tilak Nagar,86% ,126,1500,BAMS
573,Dr. Jasneet Singh,Dentist,15,Delhi,Paschim Vihar,97% ,150,600,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
574,Dr. Pradeep Bansal,Dermatologist,19,Delhi,Shalimar Bagh,97% ,149,900,"MBBS, MD - Skin & VD"
575,Dr. Poonam Yadav,Dentist,9 ,Delhi,Dwarka,100% ,98,400,N/A
576,Dr. Srijan Shilpi,Dentist,10,Delhi,Saket,99% ,38,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, Certificate in Cosmetic Dentistry"
577,Dr. Amandeep Singh Arora,Dentist,8 ,Delhi,Vasant Vihar,99% ,52,500,MDS - Paedodontics And Preventive Dentistry
578,Dr. Anashwar Bhalla,Dentist,13,Delhi,Nizamuddin East,100% ,149,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
579,Dr. Ferah Khanna,Dentist,12,Delhi,Ramesh Nagar,100% ,27,500,N/A
580,Dr. Major Vipin Kumar,Dentist,16,Delhi,Greater Kailash Part 1,95% ,58,600,"BDS, MDS - Periodontics"
581,Dr. Vidhya Vasanth,Dentist,8 ,Delhi,Jangpura,100% ,16,200,N/A
582,Dr. Shivesh Mishra,Dentist,10,Delhi,Preet Vihar,98% ,34,400,"BDS, MDS - Periodontics"
583,Dr. Puja Sharma,Gynecologist/Obstetrician,18,Delhi,Hauz Khas,98% ,163,1000,"MD - Obstetrics & Gynaecology, MBBS"
584,Dr. Ramandeep Singh Chawla,Dentist,12,Delhi,Janakpuri,100% ,40,600,"BDS, MDS - Oral & Maxillofacial Surgery"
585,Dr. Amit Sagar,Dentist,14,Delhi,Vasant Kunj,99% ,88,700,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
586,Dr. Ajaz Ahmad,Physiotherapist,16,Delhi,Saket,94% ,194,700,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy, Diploma in Physiotherapy"
587,Dr. Sangeeta Mutreja,Ophthalmologist,37,Delhi,Dwarka,89% ,20,500,"MBBS, DO"
588,Dr. Anukriti Bansal Aggarwal,Dentist,10,Delhi,Rohini Sector 18,100% ,72,400,BDS
589,Dr. Surpreet Bhandari,Dentist,10,Delhi,Laxmi Nagar,100% ,79,500,"BDS, MDS - Periodontics"
590,Dr. Shilpi Bansal,Dermatologist,5 ,Delhi,Rohini Sector 3,95% ,23,500,"MD - Dermatology , Venereology & Leprosy, MBBS"
591,Dr. Aakriti Bansal,Dentist,8 ,Delhi,Pitampura,100% ,24,400,BDS
592,Dr. Sanjeev Dua,Neurosurgeon,44,Delhi,Patparganj,91% ,5,1000,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
593,Dr. Harpreet Singh,Ear-Nose-Throat (ENT) Specialist,20,Delhi,Dwarka Sector 6,93% ,14,900,"MBBS, MS - ENT, DNB - Otorhinolaryngology"
594,Dr. Archana Bhardwaj,Dentist,17,Delhi,South Extension 1,99% ,84,800,"BDS, MDS - Conservative Dentistry & Endodontics"
595,Dr. Aman Sachdev,Dentist,11,Delhi,Paschim Vihar,100% ,13,500,"BDS, MDS - Orthodontics"
596,Dr. Ankur Arya,Urologist,12,Delhi,Pusa Road,100% ,1,1200,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
597,Dr. Shweta Gupta,Dentist,21,Delhi,Ashok Vihar,95% ,46,1000,BDS
598,Dr. Ashish Bansal,Dentist,11,Delhi,Pitampura,100% ,43,400,"BDS, MDS - Prosthodontist And Crown Bridge"
599,Dr. Tejashri Shrotri,Gynecologist/Obstetrician,18,Delhi,Hauz Khas,100% ,88,1000,"MBBS, MS - Obstetrics & Gynaecology, FCPS - Mid. & Gynae"
600,Dr. Shweta Gupta,Dentist,21,Delhi,Ashok Vihar,95% ,46,1000,BDS
601,Dr. Kamal Bachani,Orthopedist,32,Delhi,Malviya Nagar,96% ,309,1500,"MBBS, MS - Orthopaedics"
602,Dr. Pallav Kinra,Dentist,13,Delhi,Sheikh Sarai,98% ,101,400,"BDS, MDS - Oral & Maxillofacial Surgery, Fellowship in Oral implantlogy"
603,Dr. Avantika Sharma,Dentist,9 ,Delhi,Dwarka Sector 12,100% ,16,500,"BDS, MDS - Oral & Maxillofacial Surgery"
604,Dr. Namrata Sharma,Dentist,12,Delhi,Vasant Kunj,100% ,16,700,"BDS, MDS - Conservative Dentistry & Endodontics"
605,Dr. Shiv P Mahapatra,Dentist,10,Delhi,Dwarka Sector 22,94% ,25,500,"MDS - Oral & Maxillofacial Surgery, BDS"
606,Dr. Manni Hingorani,Ear-Nose-Throat (ENT) Specialist,20,Delhi,South Extension 1,95% ,14,1200,"MBBS, MS - ENT"
607,Dr. Priyank Bhandari,Dentist,10,Delhi,Laxmi Nagar,99% ,87,500,"BDS, MDS - Prosthodontist And Crown Bridge"
608,Dr. Nipun Jain,Dermatologist,25,Delhi,Dwarka,98% ,227,700,"MD - Dermatology , Venereology & Leprosy, MBBS"
609,Dr. Amit Bhargava,Oncologist,27,Delhi,Vasant Kunj,N/A,N/A,1500,"MBBS, DNB - Radiotherapy"
610,Dr. Nimmi Rastogi,Gynecologist/Obstetrician,20,Delhi,Malviya Nagar,84% ,21,1000,"MBBS, DGO"
611,Dr. Smita Mishra,Pediatric Cardiologist,35,Delhi,Dwarka Sector 6,100% ,2,900,"MBBS, MD - Pediatrics, FNB - Pediatric Cardiology"
612,Mr. Santosh Kumar,Occupational Therapist,15,Delhi,Vasant Kunj,100% ,26,1000,Master of Occupational Therapy (MOT)
613,Dr. Anil Kochar,Dentist,25,Delhi,Tilak Nagar,98% ,77,500,BDS
614,Dr. Pranjal Joshi,Dermatologist,11,Delhi,Shivalik,96% ,27,900,"MBBS, MD - Dermatology , Venereology & Leprosy"
615,Dr. Vidhi Walia Mishra,Dentist,9 ,Delhi,Preet Vihar,98% ,80,400,"BDS, MDS - Paedodontics And Preventive Dentistry"
616,Dr. Neha Goel,Ophthalmologist,13,Delhi,Bali Nagar,71% ,5,600,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, FRCS - General Surgery, MNAMS - Ophthalmology"
617,Dr. Vaishali Aggarwal,Dentist,12,Delhi,Kamla Nagar,93% ,52,300,BDS
618,Dr. Nikhil,Dentist,5 ,Delhi,Vasant Kunj,100% ,214,500,BDS
619,Dr. Natalia Desilva,Dentist,16,Delhi,Greater Kailash Part 1,99% ,25,750,"BDS, MDS - Oral Medicine and Radiology"
620,Dr. Surbhi Anand,Dentist,12,Delhi,East Of Kailash,99% ,96,800,"BDS, MDS - Conservative Dentistry & Endodontics"
621,Dr. Seema Kushwaha,Dentist,17,Delhi,New Friends Colony,100% ,45,600,"BDS, MDS - Oral Medicine and Radiology"
622,Dr. Amogh Tanwar,Dentist,16,Delhi,Janakpuri,99% ,94,800,"BDS, MDS - Pedodontics"
623,Dr. Yukti Wadhawan,Gynecologist/Obstetrician,17,Delhi,Rajouri Garden,98% ,51,1000,"MBBS, MS - Obstetrics & Gynaecology"
624,Dr. Naveen Chauhan,Dentist,13,Delhi,Model Town 1,96% ,35,500,BDS
625,Dr. Rashi Khare,Cardiologist,16,Delhi,Shalimar Bagh,25% ,4,800,"MBBS, MD - Medicine, DM - Cardiology"
