,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
414,Dr. Deepak Vasudev Kalbigiri,Pediatrician,27,Bangalore,Whitefield,95% ,23,900,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
415,Dr. Kapur B,Psychiatrist,44,Bangalore,Hebbal,91% ,12,2130,"MBBS, M.D. (Psychiatry)"
416,Dr. Santosh H S,Endocrinologist,23,Bangalore,Jayanagar 9 Block,91% ,16,750,"MBBS, MRCP (UK), CCT - Endocrinology and Diabetes Mellitus"
417,Dr. Thejavathy G. V,Gynecologist/Obstetrician,32,Bangalore,Indiranagar,69% ,14,700,"MBBS, DGO, MD - Obstetrics & Gynaecology"
418,Dr. C.M Nagesh,Cardiologist,23,Bangalore,Bannerghatta Road,100% ,11,1000,"MBBS, MD - General Medicine, DM - Cardiology"
419,Dr. Guruprasad Hosurkar,Neurologist,18,Bangalore,Yeshwanthpur,88% ,6,950,"MBBS, MD - General Medicine, DNB - Neurology"
420,Dr. Pradeep Kocheeppan,Orthopedist,24,Bangalore,Bannerghatta Road,86% ,27,850,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
421,Dr. Sanjeev Rohatgi,General Surgeon,28,Bangalore,Whitefield,100% ,2,900,"MBBS, MS - General Surgery"
422,Dr. Niti Raizada,Oncologist,25,Bangalore,Bannerghatta Road,87% ,37,1100,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Oncology, MRCP (UK)"
423,Dr. Saurabh Misra,Bariatric Surgeon,26,Bangalore,Bannerghatta Road,85% ,8,1000,"MBBS, MS - General Surgery, FICS"
424,Dr. Girish H,Urologist,21,Bangalore,Bannerghatta Road,100% ,8,850,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
425,Dr. Joshy E V,Neurologist,43,Bangalore,RT Nagar,97% ,67,1500,"MBBS, MD - General Medicine, DM - Neurology"
426,Dr. Mohit Shetti,Gastroenterologist,22,Bangalore,Old Airport Road,87% ,51,900,"MBBS, DNB - General Medicine, MRCP (UK)"
427,Dr. Manaswini Ramachandra,Ear-Nose-Throat (ENT) Specialist,14,Bangalore,Koramangala 5 Block,94% ,60,600,"MS - ENT, MBBS"
428,Dr. Sushma V,Pediatrician,19,Bangalore,Jayanagar 9 Block,100% ,22,650,"DNB - Paediatrics, MBBS"
429,Dr. Vidyadhara S.,Spine Surgeon,22,Bangalore,Old Airport Road,81% ,159,900,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, FNB - Spine Surgery"
430,Dr. Varsha Saxena,Pediatrician,31,Bangalore,HSR Layout,98% ,185,600,"MBBS, MD - Pediatrics"
431,Dr. Pranay,Dentist,12,Bangalore,Marathahalli,97% ,1061,550,"BDS, MDS - Oral Pathology and Oral Microbiology"
432,Dr. Pinky Devi Ayyappan,Plastic Surgeon,18,Bangalore,Jayanagar 9 Block,100% ,18,750,"MBBS, MS - General Surgery, MCh - Plastic Surgery"
433,Dr. Sanjay Bhat,Cardiologist,15,Bangalore,Hebbal,83% ,26,900,"MBBS, MD - General Medicine, DNB - Cardiology, MNAMS - Cardiology"
434,Dr. Jaswanth Reddy,Dentist,16,Bangalore,Marathahalli,96% ,18,350,"BDS, MDS - Conservative Dentistry & Endodontics"
435,Dr. Girish B Navasundi,Cardiologist,24,Bangalore,Bannerghatta Road,86% ,13,1000,"MBBS, MD - General Medicine, DNB - Cardiology"
436,Dr. V Arun,Pain Management Specialist,25,Bangalore,Hebbal,96% ,6,900,"MBBS, MD - Anaesthesiology"
437,Dr. Rekha Prashanth,Gynecologist/Obstetrician,28,Bangalore,BTM Layout 1st Stage,90% ,59,600,"MBBS, MD - Obstetrics & Gynaecology"
438,Dr. Ganesh krishnan Iyer,Cardiothoracic Surgeon,35,Bangalore,Hebbal,100% ,49,900,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery"
439,Dr. Janet Alexander Castelino,Dermatologist,29,Bangalore,HSR Layout,92% ,3223,1000,"MBBS, MD - Dermatology"
440,Dr. Janet Alexander Castelino,Dermatologist,29,Bangalore,HSR Layout,92% ,3223,1000,"MBBS, MD - Dermatology"
441,Dr. Vinay Anvekar,Dentist,19,Bangalore,BTM Layout 1st Stage,97% ,181,200,"BDS, MDS - Oral & Maxillofacial Surgery"
442,Dr. Chetana V,Gynecologist/Obstetrician,22,Bangalore,Hebbal,94% ,21,700,"MBBS, DNB - Obstetrics & Gynecology"
443,Dr. Sanjay Prasad Hegde,Orthopedist,31,Bangalore,Whitefield,83% ,18,850,"MBBS, MS - Orthopaedics"
444,Dr. Pramod B R,General Surgeon,21,Bangalore,Jayanagar,89% ,8,1000,"MBBS, MS - General Surgery, MRCS (UK), MCh - Urology/Genito-Urinary Surgery"
445,Dr. Kamal Odedra,Dentist,11,Bangalore,Marathahalli,100% ,33,550,"BDS, MDS - Conservative Dentistry & Endodontics"
446,Dr. Vinay Patil,Ophthalmologist,20,Bangalore,HSR Layout,89% ,227,500,"MBBS, MS - Ophthalmology"
447,Dr. Rashmi Shetty,Dentist,17,Bangalore,Koramangala,99% ,2625,350,"BDS, MDS - Conservative Dentistry & Endodontics"
448,Dr. Salim A Khatib,Pediatrician,41,Bangalore,Hebbal,95% ,7,900,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)"
449,Dr. Mallikarjun Sakpal,Gastroenterologist,18,Bangalore,Hebbal,96% ,12,900,"MBBS, MD - Medicine, DM - Hepatology"
450,Dr. Ravi Kyadegeri,Pediatrician,14,Bangalore,Jayanagar 5 Block,100% ,5,700,"MBBS, MD - Pediatrics, MD - Fellow in Neonatology"
451,Dr. Krishnanand,Dentist,11,Bangalore,Varthur,100% ,1143,200,"BDS, MDS - Periodontics"
452,Dr. Rahul Puri,Orthopedist,16,Bangalore,Jayanagar,100% ,3,750,"MBBS, MS - Orthopaedics"
453,Dr. Venkatesh T K,Cardiologist,36,Bangalore,Bannerghatta Road,71% ,5,1000,"MBBS, MD - General Medicine, DNB - Cardiology"
454,Dr. Ramesh T S,Laparoscopic Surgeon,26,Bangalore,Jayanagar 9 Block,80% ,8,650,"MBBS, DNB - General Surgery, MRCS (UK)"
455,Dr. Revathy Parthasarathy,Gynecologist/Obstetrician,38,Bangalore,Jayanagar 5 Block,73% ,14,500,"MBBS, DGO"
456,Dr. Chaya Patil,Gynecologist/Obstetrician,26,Bangalore,Bannerghatta Road,97% ,62,800,"MBBS, MD - Obstetrics & Gynaecology"
457,Dr. K. Sushmita,Gynecologist/Obstetrician,20,Bangalore,Sahakaranagar,98% ,426,850,"MBBS, DGO, DNB - Obstetrics & Gynecology"
458,Dr. Rajiv Lochan,General Surgeon,30,Bangalore,Yeshwanthpur,100% ,2,900,"MS - General Surgery, MBBS, CCST - General Surgery, FRCS (Edinburgh)"
459,Dr. Vinod Kumar P,Urologist,13,Bangalore,Padmanabhanagar,98% ,61,750,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
460,Dr. Ranjan Shetty,Cardiologist,20,Bangalore,Old Airport Road,92% ,43,900,"MBBS, MD - Medicine, DM - Cardiology"
461,Dr. Vidya Sagar,Orthopedist,16,Bangalore,Jayanagar,100% ,3,750,"MBBS, MS - Orthopaedics"
462,Dr. Vithal Bagi,Cardiologist,18,Bangalore,Bannerghatta Road,100% ,3,1000,"MBBS, MD - General Medicine, DM - Cardiology"
463,Dr. Jyoti Raghavendra   (Physiotherapist),Physiotherapist,16,Bangalore,Marathahalli,94% ,175,400,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
464,Dr. Shivaraj A L,Pulmonologist,12,Bangalore,Whitefield,97% ,48,850,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD), DNB - Respiratory Diseases"
465,Dr. Suresh Raghavaiah,Laparoscopic Surgeon,21,Bangalore,Bannerghatta Road,100% ,4,1000,"MBBS, MS - General Surgery"
466,Dr. Sheelavathi Natraj,Dermatologist,18,Bangalore,JP Nagar,94% ,558,700,"MBBS, DDVL"
467,Dr. Poonam Shetty,Pediatrician,15,Bangalore,Bannerghatta Road,94% ,11,850,"MBBS, MD - Pediatrics"
468,Dr. Sudheendra M Rao,Orthopedist,13,Bangalore,Jayanagar 9 Block,97% ,7,650,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics"
469,Dr. Avinash K M,Neurosurgeon,15,Bangalore,Hebbal,91% ,14,1090,"MBBS, MS - General Surgery, MRCS (UK), MCh - Neuro Surgery"
470,Dr. Sumanth Shetty,Dentist,23,Bangalore,Koramangala,97% ,2528,300,"BDS, MDS - Paedodontics And Preventive Dentistry"
471,Dr. P Anoop,Pediatrician,17,Bangalore,Bannerghatta Road,100% ,8,1000,"MBBS, Diploma in Child Health (DCH), MD"
472,Dr. Mridula Singh,Dentist,18,Bangalore,HSR Layout,97% ,689,600,BDS
473,Dr. Prakash B L,Orthopedist,31,Bangalore,Jayanagar 9 Block,91% ,246,800,"DNB - Orthopedics/Orthopedic Surgery, MS - Orthopaedics, MBBS"
474,Dr. Rohit Madhurkar,Radiologist,12,Bangalore,Kengeri,100% ,2,700,"MBBS, MD - Radio Diagnosis/Radiology"
475,Dr. Nirmala S,Neurosurgeon,19,Bangalore,Hebbal,100% ,N/A,900,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
476,Dr. Anita Balakrishna,Reproductive Endocrinologist (Infertility),22,Bangalore,Indiranagar,94% ,75,800,"MS - Obstetrics & Gynaecology, MBBS"
477,Dr. Kisalay Saurav,Dermatologist,19,Bangalore,Kalyan Nagar,94% ,110,700,"MBBS, MD - Dermatology , Venereology & Leprosy"
478,Dr. Mohan Sriharikulkarni,Internal Medicine,19,Bangalore,Yeshwanthpur,100% ,13,850,"MBBS, MD - General Medicine"
479,Dr. Mohammed Farooq Khateeb,Laparoscopic Surgeon,19,Bangalore,Hebbal,83% ,6,900,"MBBS, MS - General Surgery"
480,Dr. Anu Sridhar,Gynecologist/Obstetrician,31,Bangalore,Bannerghatta Road,86% ,23,800,"MBBS, MD - Obstetrics & Gynaecology"
481,Dr. Savitha Shetty,Gynecologist/Obstetrician,30,Bangalore,Seshadripuram,94% ,31,740,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
482,Dr. Suresh Babu   (Physiotherapist),Physiotherapist,21,Bangalore,Marathahalli,85% ,34,400,BPTh/BPT
483,Dr. Prabhakar C Koregol,Cardiologist,23,Bangalore,Malleswaram,97% ,466,700,"DM - Cardiology, MD - General Medicine, MBBS"
484,Dr. Prathiba Govindaiah,,17,Bangalore,HSR Layout,96% ,134,700,"MBBS, DNB - Obstetrics & Gynecology"
485,Dr. Pradeep Kumar D,Cardiologist,15,Bangalore,Hebbal,100% ,14,900,"MD - Pediatrics, MBBS, DM - Cardiology"
486,Dr. Mahantesh,Dentist,14,Bangalore,Sarjapur Road,99% ,574,550,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
487,Dr. Ajay Shetty,Urologist,18,Bangalore,Hebbal,91% ,93,1090,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery"
488,Dr. Shilpa Apte,Gynecologist/Obstetrician,22,Bangalore,Jayanagar 5 Block,84% ,12,700,"MBBS, DGO"
489,Ms. Neema N Kutty,Speech Therapist,9 ,Bangalore,Whitefield,100% ,40,950,"MASLP, BSc - Speech & Hearing"
490,Dr. R.S. Venkatesulu,Cardiologist,19,Bangalore,Hebbal,67% ,8,900,"MBBS, MD - General Medicine, DM - Cardiology"
491,Dr. Sharad Kulkarni,Ayurveda,8 ,Bangalore,BTM Layout,99% ,490,500,"BAMS, MS - Ayurveda"
492,Dr. Nancy Austine,Pediatrician,33,Bangalore,Bannerghatta Road,98% ,98,850,"MBBS, MD - Pediatrics"
493,Dr. Gowri,Gynecologist/Obstetrician,25,Bangalore,Indiranagar,92% ,24,600,"MBBS, DNB - Obstetrics & Gynecology"
494,Dr. Hemavathi Srinivasan,Gynecologist/Obstetrician,22,Bangalore,Indiranagar,86% ,11,700,"MBBS, DNB - Obstetrics & Gynecology"
495,Dr. Mahesh Gopasetty,General Surgeon,16,Bangalore,Kengeri,N/A,N/A,700,"MBBS, MS - General Surgery, FRCS - General Surgery"
496,Dr. Ramnaresh Soudri,Cardiologist,5 ,Bangalore,HSR Layout,96% ,26,700,"MBBS, MD - General Medicine, DM - Cardiology"
497,Dr. T. Ramakrishna,Dentist,24,Bangalore,JP Nagar 5 Phase,95% ,347,500,"BDS, MDS - Oral & Maxillofacial Surgery"
498,Dr. Santoshkumar Hakkalamani,Orthopedist,26,Bangalore,Kengeri,92% ,9,500,"CCT - Trauma & Orthopaedic Surgery, MRCS (UK), MBBS, MS - Orthopaedics, FRCS - Trauma & Orthopedic Surgery"
499,Dr. Shashidhar T,Dermatologist,15,Bangalore,Jayanagar 4 Block,98% ,694,700,"MBBS, MD - Dermatology , Venereology & Leprosy"
500,Dr. Shivashankar B. Sajjanshetty,Dermatologist,18,Bangalore,JP Nagar 2 Phase,97% ,330,750,"MBBS, DDVL"
501,Dr. Aman Sodhi,Dentist,20,Bangalore,Arekere,99% ,328,300,"BDS, MDS - Oral Medicine and Radiology"
502,Dr. Akshay Hari,Neurosurgeon,12,Bangalore,Hebbal,98% ,53,900,"DNB - Neurosurgery, MBBS"
503,Dr. Raghu,Pulmonologist,18,Bangalore,Jayanagar 9 Block,100% ,6,750,"MBBS, MD - Tuberculosis and Chest Diseases"
504,Dr. Vijaya Manohar,Gynecologist/Obstetrician,41,Bangalore,Koramangala 6 Block,96% ,100,600,"MBBS, MD - Obstetrics & Gynaecology"
505,Dr. Shrinidhi I S,Spine And Pain Specialist,17,Bangalore,Bellandur,98% ,32,650,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
506,Dr. Santosh Shivaswamy,Ear-Nose-Throat (ENT) Specialist,20,Bangalore,Hebbal,67% ,2,800,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT"
507,Dr. Gayathri  D Kamath,Gynecologist/Obstetrician,29,Bangalore,Bannerghatta Road,97% ,85,800,"MBBS, MD - Obstetrics & Gynaecology, DGO, MRCOG(UK)"
508,Dr. Harish Prasad B.R,Hair Transplant Surgeon,15,Bangalore,BTM Layout,96% ,332,700,"MD - Dermatology , Venereology & Leprosy, MBBS"
509,Dr. Karthikeyan B.V,Dentist,22,Bangalore,Yelahanka,92% ,459,300,"BDS, MDS - Periodontics"
510,Dr. Sandeep H S,Pulmonologist,11,Bangalore,Kengeri,71% ,3,700,"MBBS, MD - Pulmonary Medicine, DM - Pulmonary Medicine & Critical Care Medicine"
511,Dr. Santhosh,Neurosurgeon,15,Bangalore,Hebbal,82% ,9,900,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
512,Dr. Raghuram C P,Pediatrician,26,Bangalore,Hebbal,94% ,11,900,"MBBS, MD - Pediatrics"
513,Dr. Daksha Bakre,Gynecologist/Obstetrician,13,Bangalore,Bellandur,97% ,290,850,"MBBS, DNB - Obstetrics & Gynecology"
514,Dr. Raviraj A,Orthopedist,22,Bangalore,Jayanagar,95% ,84,750,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
515,Dr. Raghavendra R,Pain Management Specialist,22,Bangalore,Hebbal,100% ,4,700,"MBBS, DNB - Anaesthesia, MD - Anaesthesiology"
516,Dr. Shabir Ahmed,Gastroenterologist,29,Bangalore,Koramangala 5 Block,63% ,14,600,"MBBS, DM - Gastroenterology"
517,Dr. Vinay Patil,Urologist,25,Bangalore,Hebbal,100% ,1,800,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
518,Dr. Vikram G.D.,Urologist,15,Bangalore,Hebbal,96% ,17,800,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
519,Dr. Radhika kamuni,Gynecologist/Obstetrician,15,Bangalore,Old Airport Road,98% ,162,850,"MBBS, DGO, DNB - Obstetrics & Gynecology"
520,Dr. Madva Jayashankar,General Surgeon,37,Bangalore,Old Airport Road,91% ,18,750,"MBBS, MS - General Surgery, FRCS - General Surgery"
521,Dr. A. V. Lohit,Sexologist,16,Bangalore,Basaveshwaranagar,96% ,71,600,"BAMS, MD - Ayurveda Medicine, Postgraduate Diploma in Sexology"
522,Dr. Poornachandra KS,Gastroenterologist,22,Bangalore,Vasanthnagar,95% ,317,600,"MBBS, MD - General Medicine, DM - Gastroenterology"
523,Dr. Prakash A.S,General Surgeon,37,Bangalore,Koramangala 5 Block,N/A,N/A,600,"MBBS, MS - General Surgery"
524,Dr. Ashwini B Gowdra,Gynecologist/Obstetrician,20,Bangalore,HSR Layout,96% ,598,800,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine"
525,Dr. Kumar Kenchappa,Cardiologist,19,Bangalore,Hebbal,98% ,48,1000,"MBBS, MD - General Medicine, DM - Cardiology"
526,Dr. Deepa M,Ophthalmologist,15,Bangalore,Hebbal,92% ,18,800,N/A
527,Dr. Harsha Kumar HN,Nephrologist,15,Bangalore,Hulimavu,85% ,23,700,"MBBS, DM - Nephrology"
528,Dr. Nithin Kumar .N,Neurologist,23,Bangalore,Cunningham Road,94% ,121,700,"MBBS, MD - General Medicine, DM - Neurology"
529,Dr. Umesh B M,Dentist,17,Bangalore,JP Nagar 6 Phase,100% ,142,300,BDS
530,Dr. Abhinav Diwan,Dentist,23,Bangalore,Horamavu,99% ,143,400,"BDS, MDS - Conservative Dentistry & Endodontics"
531,Dr. Deepak Dubey,Urologist,33,Bangalore,Old Airport Road,89% ,26,900,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology, FRCS - Urology"
532,Dr. Kavya Nayak,Dermatologist,14,Bangalore,Sarjapur Road,96% ,516,700,"MBBS, MD - Dermatology , Venereology & Leprosy"
533,Dr. Sandhya Rani,Gynecologist/Obstetrician,16,Bangalore,Old Airport Road,98% ,40,850,"MBBS, DGO"
534,Dr. Modhulika Bhattacharya,Gynecologist/Obstetrician,22,Bangalore,Old Airport Road,98% ,162,850,"MBBS, MD - Obstetrics & Gynaecology"
535,Dr. Sandeep Nayak,Oncologist,23,Bangalore,Jayanagar 4 Block,99% ,194,1500,"MBBS, DNB - General Surgery, DNB - Surgical Oncology, MRCS (UK), MNAMS - General Surgery"
536,Dr. Arun L Naik,Neurosurgeon,22,Bangalore,Bannerghatta Road,92% ,88,1000,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
537,Dr. Sandeep Mahapatra,Dermatologist,17,Bangalore,Marathahalli,91% ,873,800,"MBBS, MD - Dermatology , Venereology & Leprosy"
538,Dr. Pradeep Anand.M,Orthopedist,25,Bangalore,HSR Layout,90% ,16,600,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
539,Dr. K B Prasad,Cardiologist,19,Bangalore,Bannerghatta Road,83% ,3,1000,"MBBS, MD - General Medicine, DM - Cardiology"
540,Dr. Sanjay Pai,Orthopedist,34,Bangalore,Jayanagar,84% ,17,1000,"MBBS, MS - Orthopaedics"
541,Dr. Shankar D Desai,Dermatologist,37,Bangalore,Yeshwanthpur,65% ,10,850,"MBBS, MD - Skin,VD & Leprosy"
542,Dr. K N K Shetty,Gastroenterologist,46,Bangalore,Old Airport Road,79% ,25,900,"MBBS, MRCP (UK), Fellowship in Gastroenterology"
543,Dr. Vijay Bhaskar (Ex. Major),Ear-Nose-Throat (ENT) Specialist,28,Bangalore,Jayanagar,50% ,8,750,"MBBS, MS - ENT"
544,Dr. Vishwanath S,Oncologist,17,Bangalore,Bannerghatta Road,83% ,6,1000,"MBBS, MD - General Medicine, DM - Medical Oncology"
545,Dr. Sridhar Gogineni,Dermatologist,16,Bangalore,Marathahalli,98% ,312,600,"MBBS, MD - Dermatology , Venereology & Leprosy"
546,Dr. Aruna Sahadev,Gynecologist/Obstetrician,20,Bangalore,Rajarajeshwarinagar,93% ,86,600,"MBBS, MS - Obstetrics & Gynaecology, Post Doctoral Fellowship in Reproductive Medicine"
547,Dr. Usha B.R.,Gynecologist/Obstetrician,17,Bangalore,JP Nagar,93% ,103,600,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
548,Dr. Meenakshi R Kamath,Gynecologist/Obstetrician,32,Bangalore,Jayanagar,95% ,116,600,"MBBS, DGO"
549,Dr. Stalin Ramprakash,Pediatrician,22,Bangalore,Hebbal,100% ,4,900,"MBBS, MD - Pediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), CCT - Paediatrics, FRCPCH"
550,Dr. Meenakshi R Kamath,Gynecologist/Obstetrician,32,Bangalore,Jayanagar,95% ,116,600,"MBBS, DGO"
551,Dr. Roopa. R,Cardiologist,23,Bangalore,Banashankari 2nd Stage,95% ,89,650,"MBBS, MD - General Medicine, DNB - Cardiology"
552,Dr. Rajesh K N,Neurologist,20,Bangalore,Sampangiramnagar,96% ,304,800,"MBBS, MD - General Medicine, DM - Neurology"
553,Dr. Vishwanath V Bellad,Pulmonologist,28,Bangalore,Kengeri,96% ,37,700,"MBBS, DNB - Respiratory Diseases"
554,Dr. Rupesh Kalyan,Gastroenterologist,19,Bangalore,Whitefield,86% ,10,900,"MBBS, MD - General Medicine, DM - Gastroenterology"
555,Dr. Lakshmikanth P,Cardiologist,16,Bangalore,Bannerghatta Road,83% ,5,1000,"MBBS, MD - General Medicine, DM - Cardiology"
556,Dr. Renu Nair,Dermatologist,14,Bangalore,HSR Layout,97% ,127,600,"MBBS, MD - Dermatology , Venereology & Leprosy"
557,Dr. Prateek Nayak,Ear-Nose-Throat (ENT) Specialist,18,Bangalore,Hebbal,84% ,22,900,"MBBS, MS - ENT, DNB - Otorhinolaryngology"
558,Dr. R Sanjay Rampure,Nephrologist,31,Bangalore,Old Airport Road,94% ,11,900,"DNB - Nephrology, MBBS"
559,Dr. Nagamani YS,Ear-Nose-Throat (ENT) Specialist,23,Bangalore,Jayanagar,80% ,10,750,"MBBS, MS - ENT"
560,Dr. Fred Williams,Endocrinologist,13,Bangalore,Whitefield,92% ,15,950,"MBBS, MRCP (UK), CCT - Endocrinology and Diabetes Mellitus"
561,Dr. Monika Pansari,Oncologist,16,Bangalore,Kengeri,100% ,8,900,"MBBS, DNB - Surgical Oncology"
562,Dr. Gladson Guddappa Uchil,Ear-Nose-Throat (ENT) Specialist,25,Bangalore,Basaveshwaranagar,84% ,198,800,"MBBS, Diploma in Otorhinolaryngology (DLO)"
563,Dr. Fathima,Cosmetologist,24,Bangalore,Richmond Town,95% ,82,800,"MBBS, Post Graduate Diploma in Medical Cosmetology (PGDMC)"
564,Dr. Vijayakumar D.R,Psychiatrist,28,Bangalore,Whitefield,85% ,8,1700,"MBBS, DPM (Psychiatry)"
565,Dr. Sudhakara Reddy,Dentist,18,Bangalore,Sahakaranagar,98% ,128,500,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI, DICOI"
566,Dr. Siri V,Gynecologist/Obstetrician,16,Bangalore,Nagarbhavi,96% ,27,400,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine"
567,Dr. K.A. Mohan,Dentist,53,Bangalore,Domlur,100% ,9,500,"BDS, MDS - Orthodontics"
568,Dr. (Col) M. C. Sharma,Dentist,36,Bangalore,Frazer Town,96% ,369,500,"BDS, MDS - Prosthodontics"
569,Dr. Baswaraj Biradar,Dentist,25,Bangalore,Sahakaranagar,99% ,409,400,BDS
570,Dr. Varsha.R,Dermatologist,11,Bangalore,HSR Layout,95% ,208,1000,"MBBS, MD - Dermatology , Venereology & Leprosy"
571,Dr. K M Bopanna,Neurosurgeon,26,Bangalore,Old Airport Road,86% ,12,900,"MBBS, DNB - Neurosurgery"
572,Dr. Priya Verma,Dentist,26,Bangalore,Whitefield,97% ,234,500,BDS
573,Dr. Pamela Bhattacharjee,Dentist,23,Bangalore,Mahadevapura,98% ,128,350,BDS
574,Dr. Raghu M P,Ear-Nose-Throat (ENT) Specialist,34,Bangalore,JP Nagar 7 Phase,90% ,28,600,"MBBS, MS - ENT"
575,Dr. Dwarakanath C.S.,Endocrinologist,35,Bangalore,Bannerghatta Road,86% ,21,1120,"MBBS, MD - General Medicine, DM - Endocrinology"
576,Dr. Tanmaya,Ayurveda,14,Bangalore,Marathahalli,95% ,54,400,"BAMS, MD - Ayurveda Medicine"
577,Dr. A.K. Roy,Neurologist,44,Bangalore,Old Airport Road,54% ,26,900,"MBBS, MD - Medicine, DM - Neurology"
578,Dr. Bharath Shetty,Dentist,23,Bangalore,HSR Layout,96% ,182,300,"BDS, MDS - Prosthodontist And Crown Bridge"
579,Dr. S.Indukala,Gynecologist/Obstetrician,22,Bangalore,Jayanagar 9 Block,83% ,N/A,500,"MBBS, MD - Obstetrics & Gynaecology, DGO"
580,Dr. Deepak Shah,Homoeopath,38,Bangalore,Malleswaram,91% ,216,650,"MD (Hom.) - Repertory, LCEH"
581,Dr. Vijaya Sherbet,Gynecologist/Obstetrician,31,Bangalore,Hebbal,94% ,28,800,"MBBS, MD - Obstetrics & Gynaecology"
582,Dr. Gayathri B N,Gynecologist/Obstetrician,17,Bangalore,Electronics City,97% ,127,700,"MBBS, MS - Obstetrics & Gynaecology"
583,Dr. V Srinivas Reddy,Psychiatrist,28,Bangalore,Bannerghatta Road,100% ,5,1400,"MBBS, MRCP (UK)"
584,Dr. Leena,Ear-Nose-Throat (ENT) Specialist,10,Bangalore,Whitefield,60% ,2,800,"MBBS, MS - ENT"
585,Dr. Sandya Rani,Gynecologist/Obstetrician,18,Bangalore,Whitefield,99% ,153,700,"MBBS, MS - Obstetrics & Gynaecology"
586,Dr. Sita Rajan,Gynecologist/Obstetrician,38,Bangalore,Whitefield,81% ,29,900,"MBBS, MD - Obstetrics & Gynaecology"
587,Dr. Adarsh S Naik,Ophthalmologist,15,Bangalore,Bellandur,89% ,21,500,"MBBS, MS - Ophthalmology"
588,Dr. Madan Kumar B J,Hair Transplant Surgeon,11,Bangalore,Old Airport Road,92% ,57,750,"MBBS, DDVL"
589,Dr. Anupriya. A,Dentist,25,Bangalore,Marathahalli,99% ,146,400,BDS
590,Dr. Raghunandana D Karantha,Dentist,33,Bangalore,Vijayanagar,99% ,146,500,BDS
591,Dr. Ashwini P,Gynecologist/Obstetrician,20,Bangalore,CV Raman Nagar,91% ,121,600,"MBBS, DNB - Obstetrics & Gynecology"
592,Dr. Safia Tanyeem,Dermatologist,12,Bangalore,Koramangala 5 Block,92% ,42,700,"MBBS, MD - Dermatology , Venereology & Leprosy"
593,Dr. Adarsha Kannan,Dentist,27,Bangalore,Seegehalli,95% ,55,400,BDS
594,Dr. Subash,Dentist,29,Bangalore,Sarjapur Road,94% ,24,300,"MDS - Prosthodontics, BDS"
595,Dr. Ramesh Sungal,Pediatrician,22,Bangalore,Bannerghatta Road,67% ,4,850,"MBBS, MD - Pediatrics"
596,Dr. Manjunath M,Neurologist,17,Bangalore,Old Airport Road,100% ,20,900,"MD - General Medicine, DM - Neurology, MBBS"
597,Dr. P.C Mohan,Neurologist,26,Bangalore,Kengeri,73% ,6,700,"MBBS, Diploma in Child Health (DCH), DM - Neurology"
598,Dr. Shashank Shetty,Nephrologist,9 ,Bangalore,Hebbal,100% ,7,900,"DM - Nephrology, MD - General Medicine, MBBS"
599,Dr. Sujaya S.N.,Dermatologist,18,Bangalore,HRBR Layout,98% ,116,600,"MBBS, DDVL"
600,Dr. Nirmala Mohan,Gynecologist/Obstetrician,23,Bangalore,Hebbal,89% ,6,1090,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine"
