,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
430,Dr. Nasreen Akhai,Dentist,10,Mumbai,Lower Parel,100% ,4,300,"BDS, Diploma in Cosmetology"
431,Dr. Aaditi Mahajan,Dentist,12,Mumbai,Chembur East,98% ,51,300,"MDS - Periodontics, BDS"
432,Dr. Mangesh Govardhan Mohod,Dentist,10,Mumbai,Kandivali East,100% ,N/A,500,"BDS, MDS - Oral & Maxillofacial Surgery"
433,Dr. Shivangi Singh,Endocrinologist,18,Mumbai,Chembur East,96% ,150,2000,"DM - Endocrinology, MD - General Medicine, MBBS"
434,Dr. Jigna Sanghavi,Dentist,13,Mumbai,Mira Road,100% ,140,200,BDS
435,Ms. Geeta Shenoy,Dietitian/Nutritionist,32,Mumbai,Chembur East,98% ,102,2000,"BSc - Dietitics / Nutrition, Post Graduation Diploma in Dietetics"
436,Dr. Bhushan Ghodke,Ophthalmologist,14,Mumbai,Andheri West,100% ,385,600,"MS - Ophthalmology, MBBS"
437,Dr. Preetam Kumar Jain,Oncologist,15,Mumbai,Mahim,100% ,2,2500,"DM - Oncology, MD - General Medicine, MBBS"
438,Ms. Deekshaa Athwani,Psychologist,2 ,Mumbai,Mulund West,N/A,N/A,1500,"M.Phil - Clinical Psychology, MA - Clinical Psychology, BA - Clinical Psychology"
439,Dr. Kunal Chavan,Dentist,13,Mumbai,Bhandup West,98% ,81,500,"BDS, MDS - Prosthodontist And Crown Bridge"
440,Dr. Vivian Varghese,Dentist,11,Mumbai,Borivali West,100% ,107,300,"BDS, MDS - Paedodontics And Preventive Dentistry"
441,Dr. Gautam Kikeri,Dentist,24,Mumbai,Powai,100% ,N/A,700,"BDS, MDS - Conservative Dentistry & Endodontics, Fellowship and Diplomate in Implantology from ICOI (USA)"
442,Dr. Amit Vora,Homoeopath,18,Mumbai,Bhandup West,96% ,201,1000,"BHMS, M. D. Hom. (Material Medica)"
443,Dr. Kinjal Shah,Homoeopath,13,Mumbai,Kandivali West,100% ,16,2200,"BHMS, MD - Homeopathy"
444,Dr. Gautam Nadkarni,General Surgeon,25,Mumbai,Chembur,75% ,4,1000,MS - General Surgery
445,Dr. Harsh Haren Shah,Dentist,12,Mumbai,Mira Road,99% ,177,200,"BDS, MDS - Conservative Dentistry & Endodontics"
446,Dr. Swarup Sampat,Homoeopath,18,Mumbai,Sakinaka,57% ,4,450,BHMS
447,Dr. Bhavesh Gohil,Ophthalmologist,22,Mumbai,Wadala,99% ,68,800,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, DOMS"
448,Dr. Bhushan Sabnis,Orthopedist,23,Mumbai,Andheri West,100% ,3,2000,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MRCS (UK), FRCS - Trauma & Orthopedic Surgery"
449,Dr. Kanika Madan,Dentist,12,Mumbai,Bandra West,95% ,11,500,"MDS - Conservative Dentistry & Endodontics, BDS"
450,Dr. Kalpesh Shah,Ophthalmologist,20,Mumbai,Ghatkopar East,100% ,1,1000,"MBBS, MS - Ophthalmology"
451,Dr. Abhijit Pawar,Dentist,20,Mumbai,Powai,100% ,73,200,"BDS, MDS - Oral & Maxillofacial Surgery"
452,Dr. Tanuja Deshpande,Dentist,14,Mumbai,Vileparle East,100% ,3,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
453,Dr. Harshada Mane,Dentist,8 ,Mumbai,Dadar West,98% ,162,ree,BDS
454,Dr. Nirmal Rathore,Dentist,8 ,Mumbai,Dadar West,100% ,3,300,"BDS, MDS - Prosthodontist And Crown Bridge"
455,Dr. Punit Vinod Garg,Pediatrician,8 ,Mumbai,Malad West,100% ,3,800,"MD - Pediatrics, MBBS"
456,Dr. Ritu Mehta,Dentist,6 ,Mumbai,Borivali West,100% ,16,250,BDS
457,Dr. Nisha Jain,Dentist,12,Mumbai,Mazgaon,95% ,35,500,"BDS, MDS - Paedodontics And Preventive Dentistry"
458,Dr. Rohan Sawant   (Physiotherapist),Physiotherapist,9 ,Mumbai,Kandivali West,100% ,50,400,BPTh/BPT
459,Dr. Darshan Desai,Ayurveda,21,Mumbai,Borivali West,98% ,46,800,"BAMS, MD - Ayurveda Medicine"
460,Dr. Jeetendra Khatuja,Dermatologist,14,Mumbai,Andheri West,99% ,208,1000,"DNB - Dermatology & Venereology, DVD, MBBS"
461,Dr. Rima Sonpal,Gynecologist/Obstetrician,11,Mumbai,Ghatkopar West,98% ,37,800,"MBBS, DGO, FCPS - Mid. & Gynae"
462,Dr. Kunjal Shah   (Physiotherapist),Physiotherapist,15,Mumbai,Santacruz West,100% ,1,1200,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
463,Dr. Reema Nanavati,Dentist,14,Mumbai,Borivali,100% ,19,300,"MDS - Conservative Dentistry & Endodontics, BDS"
464,Dr. Manoj S Thamke,Pediatrician,19,Mumbai,Mulund East,100% ,45,700,N/A
465,Dr. Tabrez Lakha,Dentist,10,Mumbai,Khar West,94% ,17,500,"BDS, MDS - Prosthodontist And Crown Bridge"
466,Dr. Nanda R Kumar,Gynecologist/Obstetrician,19,Mumbai,Chembur East,89% ,117,1000,N/A
467,Dr. Indu Bubna,Pulmonologist,20,Mumbai,Malad West,98% ,296,1500,"MD - Physician, Diploma in Tuberculosis Diseases (TDD)"
468,Dr. Varsha Gupta,Ayurveda,14,Mumbai,Ghatkopar West,96% ,25,500,BAMS
469,Dr. Prajakta Rajurkar,Ayurveda,16,Mumbai,Andheri West,100% ,1,299,BAMS
470,Dr. Archana Pathare,Homoeopath,18,Mumbai,Dahisar,100% ,21,700,N/A
471,Dr. Soham Mallick,Dentist,10,Mumbai,Powai,100% ,43,600,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
472,Dr. Anuja Jadhav,Dermatologist,9 ,Mumbai,Dadar,98% ,34,800,N/A
473,Dr. Ameera Lakha,Dentist,7 ,Mumbai,Khar West,100% ,13,500,N/A
474,Dr. Akshay Chitnis,General Surgeon,6 ,Mumbai,Bandra,100% ,2,1500,"MS - General Surgery, MBBS"
475,Dr. Shrutika Jaju,Dentist,11,Mumbai,Vileparle West,100% ,59,500,"MDS - Conservative Dentistry & Endodontics, BDS"
476,Dr. Shubhada Kulkarni,Gynecologist/Obstetrician,43,Mumbai,Andheri West,91% ,124,1000,"MBBS, MD - Obstetrics & Gynaecology"
477,Dr. Kruti Dholakia,Dentist,14,Mumbai,Andheri West,97% ,35,500,BDS
478,Dr. Vikas Halwai,Dermatologist,13,Mumbai,Chinchpokli,94% ,73,800,"MBBS, DVD"
479,Dr. Manjushri Kothekar,Gynecologist/Obstetrician,18,Mumbai,Chembur,100% ,13,1000,"MBBS, MS - Obstetrics & Gynaecology"
480,Dr. Manisha Kshirsagar,Dermatologist,18,Mumbai,Vikhroli East,93% ,33,850,"MBBS, DVD"
481,Dr. Deepti Chawla,Pediatrician,12,Mumbai,Malad,100% ,17,800,"MBBS, MD - Pediatrics"
482,Dr. Shruti Shah,Dentist,15,Mumbai,Dadar East,100% ,31,500,BDS
483,Dr. Shyamal Anand Lad,Dentist,8 ,Mumbai,Cuffe Parade,100% ,29,300,BDS
484,Dr. Priyanka M Tater,Neurologist,12,Mumbai,Mahim,N/A,N/A,1800,"MBBS, MD - General Medicine, DM - Neurology"
485,Dr. Kaiwan K. Shroff,Dentist,12,Mumbai,Bandra West,100% ,12,500,"MDS - Prosthodontist And Crown Bridge, BDS"
486,Dr. Priya Karande   (Physiotherapist),Physiotherapist,8 ,Mumbai,Parel,100% ,22,500,BPTh/BPT
487,Dr. Ankita Chauhan,Dentist,11,Mumbai,Ghatkopar West,100% ,22,600,BDS
488,Dr. Ashish Castellino,Ear-Nose-Throat (ENT) Specialist,15,Mumbai,Bandra West,96% ,9,1000,"MBBS, DNB - ENT, MNAMS - Otorhinolaryngology"
489,Dr. Rahul Siraskar,Dermatologist,13,Mumbai,Sion,96% ,22,1000,"MBBS, DDVL"
490,Dr. Radhika Sheth,Reproductive Endocrinologist (Infertility),14,Mumbai,Malad West,100% ,241,1100,"MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FCPS - Mid. & Gynae, DGO, DNB - Family Medicine"
491,Ms. Varsha Ugaonkar,Yoga and Naturopathy,5 ,Mumbai,Mulund West,98% ,36,300,Bachelor in Naturopathy (B Nat)
492,Dr. Ashish Agarwal,Orthopedist,33,Mumbai,Matunga,97% ,42,1500,"MBBS, DNB - Orthopedics/Orthopedic Surgery, MS - Orthopaedics"
493,Dr. Brijesh Kumar Yadav,Homoeopath,13,Mumbai,Mira Road,96% ,59,700,BHMS
494,Dr. Vikrant Bagwe,Ear-Nose-Throat (ENT) Specialist,8 ,Mumbai,Dahisar West,100% ,16,700,"MS - ENT, MBBS"
495,Dr. Darpan Kaur,Psychiatrist,17,Mumbai,Sion East,99% ,50,1500,"MBBS, DNB - Psychiatry"
496,Dr. Pankaj Savla,Dentist,13,Mumbai,Andheri West,99% ,71,500,BDS
497,Dr. Pruthviraj Dabarase,Neurologist,14,Mumbai,Vikhroli,100% ,2,1500,"MD - General Medicine, DNB - Neurology"
498,Dr. Malay Mehta,Dermatologist,11,Mumbai,Vileparle West,96% ,79,1000,"MD - Dermatology , Venereology & Leprosy, MBBS"
499,Dr. Priyanka S. Udeshi,Dentist,8 ,Mumbai,Prabhadevi,100% ,4,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
500,Dr. Sneh Mehta,Dentist,11,Mumbai,Ghatkopar East,100% ,33,500,N/A
501,Dr. Pranita Patil,Homoeopath,18,Mumbai,Khar West,75% ,4,450,BHMS
502,Dr. Priyanka Jairaj Dalvi,Dentist,11,Mumbai,Vileparle West,100% ,32,500,"BDS, MDS - Periodontics"
503,Dr. Pratima S  Wagh,Ophthalmologist,27,Mumbai,Kandivali,100% ,13,600,"MBBS, DOMS"
504,Dr. Chetan Lokhande,Psychiatrist,12,Mumbai,Kurla East,100% ,10,1300,"MBBS, M.D. (Psychiatry)"
505,Dr. Prachi Shah,Dentist,11,Mumbai,Khar West,100% ,27,500,BDS
506,Dr. Rishika Chauhan,Ophthalmologist,13,Mumbai,Ghatkopar West,100% ,160,1500,"MBBS, MS - Ophthalmology"
507,Dr. Sanjay Erande,Sexologist,16,Mumbai,Dadar West,98% ,73,700,"BAMS, Certificate of Fellowship in Sexology"
508,Dr. Mitale Pimpale,Dentist,9 ,Mumbai,Mulund West,100% ,53,500,BDS
509,Dr. Anoop Dhamangaonkar,Orthopedist,9 ,Mumbai,Mahim,N/A,N/A,1800,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, FCPS - Orthopedic, MNAMS - Orthopaedics"
510,Dr. Rahul Oza,Dentist,12,Mumbai,Juhu,100% ,35,500,BDS
511,Dr. Bhushan S  Bawankar,Dermatologist,12,Mumbai,Matunga West,97% ,123,1000,"MBBS, DVD"
512,Dr. Sanhita Shelar,Dentist,7 ,Mumbai,Borivali West,100% ,48,300,BDS
513,Dr. Disha Bamboli   (Physiotherapist),Physiotherapist,9 ,Mumbai,Jogeshwari West,100% ,47,500,"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT"
514,Dr. Nitin Aherrao,Gastroenterologist,15,Mumbai,Andheri West,97% ,17,2000,"MBBS, MD - General Medicine, DM - Gastroenterology"
515,Dr. Avani Khadepau   (Physiotherapist),Physiotherapist,20,Mumbai,Kandivali West,100% ,9,500,BPTh/BPT
516,Dr. Dhwani Kapadia,Dentist,10,Mumbai,Borivali West,100% ,17,800,BDS
517,Dr. Ambika Arora,Dentist,11,Mumbai,Tilak Nagar,100% ,37,2000,"BDS, MDS - Oral Medicine and Radiology"
518,Dr. Priti Nandanwar,Gynecologist/Obstetrician,30,Mumbai,Kurla East,97% ,25,800,"MBBS, DGO"
519,Dr. Zubeda Tumbi   (PhD),Dietitian/Nutritionist,33,Mumbai,Andheri West,96% ,421,1000,N/A
520,Dr. Jeenam Shah,Pulmonologist,11,Mumbai,Gamdevi,95% ,27,2000,"MBBS, MD - Pulmonary Medicine, DAA - Diploma in Allergy Asthma and Immunology, DNB - Pulmonary Medicine"
521,Dr. Ayesha,Cosmetologist,6 ,Mumbai,Andheri West,97% ,29,800,"Diploma in Medical Cosmetology, BUMS"
522,Dr. Nirali Shah,Homoeopath,17,Mumbai,Mulund West,100% ,42,750,BHMS
523,Dr. Dipti Gandhi,Dentist,38,Mumbai,Ghatkopar East,99% ,39,300,"BDS, FICOI"
524,Dr. Avanti Shah,Dentist,10,Mumbai,Chembur,100% ,2,400,BDS
525,Dr. Avya Bansal,Pulmonologist,8 ,Mumbai,Khar West,100% ,95,1500,"MBBS, MD - Respiratory Medicine, DNB - Respiratory Diseases"
526,Dr. Himanshu Shah,Dentist,14,Mumbai,Lamington Road,100% ,N/A,500,BDS
527,Dr. Reshma Chawla Beriwal,Dentist,12,Mumbai,Bandra West,99% ,65,1000,"BDS, MDS - Conservative Dentistry & Endodontics"
528,Dr. M T KHAN,Orthopedist,12,Mumbai,Khar West,100% ,16,1500,"MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MBBS"
529,Dr. Nisarg Bhatt,Orthopedist,8 ,Mumbai,Malad West,100% ,10,1200,"Diploma in Orthopaedics, MBBS"
530,Dr. Ravi Kumar   (Physiotherapist),Physiotherapist,14,Mumbai,Chembur East,100% ,7,400,BPTh/BPT
531,Dr. Bhadra P. Vaidya,Ayurveda,20,Mumbai,Goregaon West,100% ,11,700,BAMS
532,Dr. Bhumika Rai,Gynecologist/Obstetrician,9 ,Mumbai,Vikhroli East,100% ,10,700,"MBBS, MS - Obstetrics & Gynaecology"
533,Dr. Ketki Trivedi,Ayurveda,36,Mumbai,Vileparle West,100% ,1,300,BAMS
534,Dr. Nikhil Ranjan,Dentist,5 ,Mumbai,Elphinstone Road,100% ,25,300,BDS
535,Dr. Anuradha Narayanan,Gynecologist/Obstetrician,16,Mumbai,Chembur,88% ,4,800,"MBBS, DGO, DNB - Obstetrics & Gynecology"
536,Dr. Reetu Kait,Dentist,5 ,Mumbai,Mira Road,91% ,9,200,BDS
537,Dr. Rangnath Jhawar,Dentist,8 ,Mumbai,Mira Road,100% ,2,300,BDS
538,Dr. Sangita B Manek,Ophthalmologist,24,Mumbai,Bhandup West,100% ,29,700,"MBBS, DOMS"
539,Dr. Farhath Sayed,Dentist,11,Mumbai,Lokhandwala,97% ,33,1000,"BDS, MDS - Conservative Dentistry & Endodontics"
540,Dr. Shivani Gupta,Dentist,7 ,Mumbai,Chinchpokli,100% ,3,300,BDS
541,Dr. Ritu Shah,Ophthalmologist,11,Mumbai,Andheri East,100% ,1,1000,"MD - Ophthalmology, MBBS"
542,Dr. Meghna Radhakrishnan,Dentist,10,Mumbai,Chembur East,100% ,12,500,BDS
543,Dr. Deepak K. Jaybhaye,Pediatrician,9 ,Mumbai,Bhandup West,100% ,N/A,500,"MBBS, MD - Pediatrics"
544,Dr. Samarjit S. Bansal,Orthopedist,16,Mumbai,Borivali,99% ,56,600,"MBBS, MS - Orthopaedics"
545,Dr. Ismail Shaikh,Dermatologist,24,Mumbai,Colaba,91% ,4,1000,"MD - Skin & VD, MBBS"
546,Dr. Samriddhi Shetty   (Physiotherapist),Physiotherapist,6 ,Mumbai,Dadar,67% ,2,1000,BPTh/BPT
547,Dr. Rashmi Shetty,Dentist,17,Mumbai,Chembur,97% ,61,500,BDS
548,Dr. Julie Davda,Dentist,16,Mumbai,Bhandup,N/A,N/A,200,BDS
549,Dr. Ujjvala Jadhav,Dermatologist,23,Mumbai,Goregaon East,93% ,107,900,"FCPS - Dermatology, Venereology & Leprosy, DVD, MBBS"
550,Dr. Neelu Jain   (Physiotherapist),Physiotherapist,32,Mumbai,Kandivali West,99% ,223,600,BPTh/BPT
551,Dr. Shivani Nirav Agrawat,Ophthalmologist,14,Mumbai,Borivali East,100% ,47,500,"DO, MBBS"
552,Dr. Mamatha Shriyan,Gynecologist/Obstetrician,23,Mumbai,Malad West,N/A,N/A,500,"MBBS, MD - Obstetrics & Gynaecology"
553,Dr. Joshika Bhandary,Dermatologist,11,Mumbai,Andheri West,100% ,1,900,"MBBS, MD - Dermatology , Venereology & Leprosy"
554,Dr. Pratiksha Tiwari,Dentist,7 ,Mumbai,Mulund East,100% ,7,300,"BDS, MDS - Prosthodontics"
555,Dr. Vaishali Shedge,Gynecologist/Obstetrician,15,Mumbai,Borivali West,92% ,16,800,"MBBS, DGO"
556,Dr. Abhijit  Jadhav,Diabetologist,22,Mumbai,Mulund East,98% ,137,1000,"MBBS, Diploma in Diabetology (Mumbai University), FCPS - Medicine"
557,Dr. Nidhi Shah,Dermatologist,6 ,Mumbai,Marine Lines,100% ,33,1250,"MBBS, MD - Dermatology , Venereology & Leprosy"
558,Dr. Vaidehi Dande,Pediatrician,18,Mumbai,Prabhadevi,100% ,1,1200,"MBBS, MD - Pediatrics"
559,Dr. Sapna Khare,Gynecologist/Obstetrician,14,Mumbai,Goregaon West,100% ,67,800,"MBBS, DNB - Obstetrics & Gynecology"
560,Dr. Sachin Salunkhe,Dentist,12,Mumbai,Mulund West,100% ,3,200,BDS
561,Dr. Deepika Asati,Gynecologist/Obstetrician,18,Mumbai,Kandivali East,95% ,13,800,"MBBS, DGO"
562,Dr. Mit Doshi,Ophthalmologist,10,Mumbai,Malad East,100% ,3,600,"MBBS, MS - Ophthalmology"
563,Dr. Prabhjot Manchanda,Gynecologist/Obstetrician,12,Mumbai,Ghatkopar East,88% ,39,800,"MBBS, DNB - Obstetrics & Gynecology"
564,Dr. Minal M Thamke Pawar,Dermatologist,16,Mumbai,Mulund East,99% ,43,800,"DNB - Dermatology & Venereology, Diploma in Dermatology, MBBS"
565,Dr. Rais Ansari,General Surgeon,22,Mumbai,Worli,98% ,17,3500,"MS - General Surgery, MBBS"
566,Dr. Rajani Singh   (Physiotherapist),Physiotherapist,3 ,Mumbai,Andheri East,N/A,N/A,600,N/A
567,Dr. Prarthana Thakkar,Dentist,5 ,Mumbai,Ghatkopar East,100% ,4,500,BDS
568,Dr. Jyoti Shetty,Gynecologist/Obstetrician,29,Mumbai,Bandra East,60% ,4,1200,"MBBS, MD - Obstetrics & Gynaecology"
569,Ms. Shubhangi Deshmukh,Acupuncturist,20,Mumbai,Powai,100% ,3,1200,MD - Acupuncture
570,Dr. Swapnil Tople,Urologist,14,Mumbai,Chembur,94% ,8,1500,"DNB - Urology/Genito - Urinary Surgery, MBBS"
571,Dr. Priyanka Ghuge Avhad,Dermatologist,12,Mumbai,Sion,95% ,32,800,"MBBS, DNB - Dermatology & Venereology"
572,Dr. Atul Patil,Orthopedist,11,Mumbai,Mulund East,97% ,123,800,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
573,Dr. Vinita Tekchandani,Dentist,11,Mumbai,Bandra West,100% ,11,500,"BDS, MDS - Oral Pathology and Oral Microbiology"
574,Dr. Vasudev,Gastroenterologist,23,Mumbai,Bhandup West,87% ,118,1700,"MBBS, MD - Medicine, DM - Gastroenterology"
575,Dr. Iti Garg,Dentist,15,Mumbai,Wadala,100% ,1,500,"MDS - Paedodontics And Preventive Dentistry, BDS"
576,Dr. Neetu Patel,Ayurveda,27,Mumbai,Malad West,100% ,N/A,400,BAMS
577,Dr. Shreya Dutta,Dentist,6 ,Mumbai,Bandra West,95% ,21,500,BDS
578,Dr. Premlata Jaiswal   (Physiotherapist),Physiotherapist,10,Mumbai,Mira Road,95% ,52,300,BPTh/BPT
579,Dr. Prithviraj Deshmukh,Orthopedist,4 ,Mumbai,Andheri East,N/A,N/A,800,"MBBS, MS - Orthopaedics"
580,Dr. Sneha Naik Samant,Psychiatrist,12,Mumbai,Borivali,99% ,57,1200,"DPM (Psychiatry), MBBS"
581,Dr. Deven Dabholkar,Dentist,13,Mumbai,Borivali West,100% ,11,300,N/A
582,Dr. Arpan Dhoka,Pulmonologist,10,Mumbai,Chembur,100% ,10,1200,"MBBS, MD - Pulmonary Medicine"
583,Dr. Sonyabai Sasane,Dentist,7 ,Mumbai,Borivali West,100% ,10,500,BDS
584,Dr. Apeksha Chaudhari,Dermatologist,8 ,Mumbai,Marol,98% ,54,800,"MBBS, DVD"
585,Dr. Preeti Patil,Ophthalmologist,27,Mumbai,Bandra West,100% ,53,1000,"DOMS, MBBS"
586,Dr. Shaikh Firdos Mukhtar Ahmed   (Physiotherapist),Physiotherapist,12,Mumbai,Prabhadevi,100% ,12,1000,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
587,Dr. Manisha Jethava,Dermatologist,8 ,Mumbai,Mulund West,100% ,5,900,"MBBS, MD - Dermatology , Venereology & Leprosy"
588,Dr. Gautami Sharangpani,Dentist,7 ,Mumbai,Kandivali East,100% ,20,600,N/A
589,Dr. Varun H Shah,Gynecologist/Obstetrician,14,Mumbai,Borivali West,100% ,143,1000,"DNB - Obstetrics & Gynecology, DGO, MBBS, Diploma in Advanced Endoscopic Gynae Surgery, Fellowship in Reproductive Medicine"
590,Dr. Sanjeev Ahuja,Pediatrician,26,Mumbai,Powai,85% ,31,1100,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)"
591,Dr. Mayuri Surve,Ayurveda,12,Mumbai,Ghatkopar East,75% ,5,300,BAMS
592,Dr. Ankita Gupta,Dentist,8 ,Mumbai,Bandra West,100% ,8,500,BDS
593,Dr. Hemang Parekh,Ayurveda,18,Mumbai,Malad West,100% ,N/A,300,BAMS
594,Dr. Amol Gaikwad,Ayurveda,16,Mumbai,Mira Road,69% ,11,299,BAMS
595,Dr. Nikita Jadhav,Trichologist,8 ,Mumbai,Lal baug,88% ,15,1000,"MD - Dermatology, MBBS"
596,Dr. K Neethu John   (Physiotherapist),Physiotherapist,10,Mumbai,Prabhadevi,100% ,8,1000,BPTh/BPT
597,Dr. Preeti Shetty,Dentist,19,Mumbai,Kandivali West,N/A,N/A,300,"MDS - Periodontics, BDS"
598,Dr. Kripal M Panchal   (Physiotherapist),Physiotherapist,6 ,Mumbai,Malad East,100% ,5,1000,BPTh/BPT
599,Dr. Harshida Pai   (Physiotherapist),Physiotherapist,12,Mumbai,Andheri East,99% ,148,800,BPTh/BPT
600,Dr. Nikita Naik,Dentist,10,Mumbai,Vileparle West,98% ,63,800,BDS
601,Dr. Rahul Shukla,Pediatrician,9 ,Mumbai,Mira Road,100% ,14,800,"MD - Pediatrics, MBBS"
602,Dr. Shraddha Ganatra,Gynecologist/Obstetrician,13,Mumbai,Malad West,100% ,2,700,"MBBS, DGO"
603,Dr. Avanti Kadam Rane   (Physiotherapist),Physiotherapist,17,Mumbai,Bandra West,98% ,76,1000,BPTh/BPT
604,Ms. Smita Nanda R D,Dietitian/Nutritionist,16,Mumbai,Kandivali East,97% ,112,1200,PGD ND
605,Dr. Nikhil Gurjar,Psychiatrist,4 ,Mumbai,Mahim,100% ,8,1300,"MBBS, M.D. (Psychiatry)"
606,Dr. Usha Beloskar,Dermatologist,26,Mumbai,Dadar West,100% ,N/A,1000,"MBBS, Diploma in Dermatology"
607,Dr. Khushboo   (Physiotherapist),Physiotherapist,13,Mumbai,Ghatkopar East,100% ,N/A,500,BPTh/BPT
608,Dr. Bandish Parekh,Dentist,14,Mumbai,Matunga,99% ,117,500,"MDS - Conservative Dentistry & Endodontics, BDS"
609,Dr. Lekha Mishra,Pediatrician,Sp,Mumbai,Powai,N/A,N/A,,"MBBS, MD - Pediatrics"
610,Dr. Sayali Nilesh Rangnekar,Ayurveda,9 ,Mumbai,Kandivali East,100% ,1,299,BAMS
611,Dr. Niraj Jha   (Physiotherapist),Physiotherapist,16,Mumbai,Chembur,97% ,694,1000,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
612,Dr. Manveen Kaur Lamba,Dentist,7 ,Mumbai,Oshiwara,100% ,1,300,BDS
613,Dr. Rajashri Shanbhag,Pediatrician,26,Mumbai,Jogeshwari East,100% ,8,800,"MBBS, Diploma in Child Health (DCH)"
614,Ms. Deesha Ponda,Occupational Therapist,15,Mumbai,Malad West,100% ,22,1000,"Bachelor of Occupational Therapy (BOT), Master of Occupational Therapy (MOT)"
615,Dr. Sonal Katwala,Gynecologist/Obstetrician,22,Mumbai,Borivali West,97% ,59,800,"MBBS, DGO, DNB - Obstetrics & Gynecology"
616,Dr. Priyam Bhagat,Dermatologist,16,Mumbai,Goregaon East,98% ,137,1200,"MD - Skin & VD, Diploma in Dermatology, MBBS"
617,Dr. Gunjan Patel,Dentist,14,Mumbai,Mulund West,98% ,31,200,BDS
618,Dr. Ila Tyagi,Reproductive Endocrinologist (Infertility),30,Mumbai,Chembur East,88% ,9,1000,"MBBS, MD - Anaesthesiology, DGO, DNB - Obstetrics & Gynecology"
619,Dr. Nihar P Thakkar,Dentist,12,Mumbai,Mulund West,100% ,7,300,"BDS, MDS - Conservative Dentistry & Endodontics"
620,Dr. Karishma Bhate-Chavan,Ophthalmologist,11,Mumbai,Chembur East,100% ,N/A,800,"MBBS, DNB - Ophthalmology"
621,Dr. Suhas Vilasrao Aagre,Oncologist,9 ,Mumbai,Chembur,95% ,39,2000,"DM - Medical Oncology, MD - General Medicine, MBBS"
622,Dr. Saket Sathe,Urologist,11,Mumbai,Kandivali West,94% ,8,1000,"MBBS, DNB - Urology/Genito - Urinary Surgery, DNB - General Surgery"
623,Dr. Madhura Nayak,Ophthalmologist,12,Mumbai,Goregaon West,100% ,12,800,MS - Ophthalmology
624,Dr. Rashmi Naik Mhatre,Dentist,18,Mumbai,Dahisar West,95% ,63,400,BDS
625,Dr. Pramila Das Shah,Ophthalmologist,11,Mumbai,Ghatkopar,100% ,13,500,"MBBS, DO"
626,Dr. Tamara Lopez,Dentist,12,Mumbai,Bandra West,100% ,1,500,"BDS, MDS - Conservative Dentistry & Endodontics"
627,Dr. Shraddha Karotia,Homoeopath,15,Mumbai,Borivali West,100% ,2,700,BHMS
628,Dr. Aastha Chandra,Dentist,11,Mumbai,Juhu,100% ,1,500,BDS
629,Dr. Yatishakumari Kesalikar   (Physiotherapist),Physiotherapist,3 ,Mumbai,Borivali West,100% ,2,600,BPTh/BPT
630,Dr. Chirag D. Mody,General Surgeon,38,Mumbai,Bhandup East,100% ,4,1000,"MS - General Surgery, MBBS"
631,Dr. Sakshi Balani,Dentist,1 ,Mumbai,Chembur,N/A,N/A,500,BDS
632,Dr. Jayesh Ghuge,Dentist,7 ,Mumbai,Mira Road,100% ,21,200,BDS
633,Dr. Onkar Sawant,Dentist,2 ,Mumbai,Bandra West,N/A,N/A,200,BDS
634,Dr. Arun Fegde,Dentist,49,Mumbai,Dadar West,N/A,N/A,300,BDS
635,Dr. Santosh Patil,Orthopedist,19,Mumbai,Chembur,100% ,19,1000,"MBBS, MS - Orthopaedics"
636,Dr. Rohann Bokdawala,Psychiatrist,13,Mumbai,Marine Lines,97% ,157,2500,"MBBS, M.D. (Psychiatry)"
637,Dr. Srushti Garg,Dentist,9 ,Mumbai,Borivali West,100% ,22,300,BDS
638,Dr. Sanjana Sanwal,Dentist,8 ,Mumbai,Parel,N/A,N/A,300,BDS
639,Dr. Anjali Jaiswal,Dentist,6 ,Mumbai,Mira Bhayandar,N/A,N/A,200,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS"
640,Dr. Swati Subhash Dhawale,Homoeopath,21,Mumbai,Parel,100% ,1,2500,BHMS
641,Dr. Sharmishtha Prashant Kewle,Gynecologist/Obstetrician,16,Mumbai,Chembur,N/A,N/A,1000,"MBBS, DGO"
642,Dr. Amit Jain,Nephrologist,8 ,Mumbai,Goregaon West,100% ,1,1500,"DNB - Nephrology, MBBS, MD - General Medicine"
